maxWorkers,chunkSize,StartIndex,Status,Error,StartClock,EndClock,Slice_Latency,HTTPSRequestCount,HTTPSRequestClocks,HTTPSRequestLatencies,HTTPS Byte Ranges,HTTPSRequestIDs
1,4,3,success,None,24/Jul/2026:12:35:39.694867,24/Jul/2026:12:35:39.899990,0.2051,0,None,None,None,None
1,4,20,success,None,24/Jul/2026:12:35:39.900033,24/Jul/2026:12:35:39.988098,0.0881,0,None,None,None,None
1,4,34,success,None,24/Jul/2026:12:35:39.988134,24/Jul/2026:12:35:40.076975,0.0888,0,None,None,None,None
1,4,39,success,None,24/Jul/2026:12:35:40.077001,24/Jul/2026:12:35:40.243538,0.1665,0,None,None,None,None
1,4,46,success,None,24/Jul/2026:12:35:40.243575,24/Jul/2026:12:35:40.398766,0.1552,0,None,None,None,None
1,4,54,success,None,24/Jul/2026:12:35:40.398804,24/Jul/2026:12:35:40.534399,0.1356,0,None,None,None,None
1,4,61,success,None,24/Jul/2026:12:35:40.534444,24/Jul/2026:12:35:40.710677,0.1762,0,None,None,None,None
1,4,66,success,None,24/Jul/2026:12:35:40.710747,24/Jul/2026:12:35:40.865200,0.1545,1,24/Jul/2026:12:35:40.244026,0.5069,bytes=26547117-27069119,80326f49
1,4,75,success,None,24/Jul/2026:12:35:40.865241,24/Jul/2026:12:35:41.021622,0.1564,1,24/Jul/2026:12:35:40.077433,0.8252,bytes=22903388-23431068,579d475e
1,4,80,success,None,24/Jul/2026:12:35:41.021666,24/Jul/2026:12:35:41.185910,0.1642,1,24/Jul/2026:12:35:40.865814,0.2047,bytes=43218623-43737736,dd68a380
1,4,85,success,None,24/Jul/2026:12:35:41.185958,24/Jul/2026:12:35:41.324583,0.1386,0,None,None,None,None
1,4,90,success,None,24/Jul/2026:12:35:41.324622,24/Jul/2026:12:35:41.465009,0.1404,0,None,None,None,None
1,4,96,success,None,24/Jul/2026:12:35:41.465046,24/Jul/2026:12:35:41.594439,0.1294,0,None,None,None,None
1,4,102,success,None,24/Jul/2026:12:35:41.594473,24/Jul/2026:12:35:41.729274,0.1348,0,None,None,None,None
1,4,117,success,None,24/Jul/2026:12:35:41.729313,24/Jul/2026:12:35:41.849500,0.1202,0,None,None,None,None
1,4,123,success,None,24/Jul/2026:12:35:41.849535,24/Jul/2026:12:35:42.006311,0.1568,0,None,None,None,None
1,4,131,success,None,24/Jul/2026:12:35:42.006361,24/Jul/2026:12:35:42.166791,0.1604,1,24/Jul/2026:12:35:41.186907,0.8538,bytes=48396287-48925746,841a7388
1,4,149,success,None,24/Jul/2026:12:35:42.166842,24/Jul/2026:12:35:42.358889,0.1920,0,None,None,None,None
1,4,157,success,None,24/Jul/2026:12:35:42.358955,24/Jul/2026:12:35:42.547110,0.1882,0,None,None,None,None
1,4,167,success,None,24/Jul/2026:12:35:42.547152,24/Jul/2026:12:35:42.727597,0.1804,0,None,None,None,None
1,4,180,success,None,24/Jul/2026:12:35:42.727642,24/Jul/2026:12:35:42.883009,0.1554,1,24/Jul/2026:12:35:41.729813,1.0304,bytes=67211489-67725312,48420dd3
1,4,187,success,None,24/Jul/2026:12:35:42.883060,24/Jul/2026:12:35:43.034649,0.1516,1,24/Jul/2026:12:35:42.728011,0.1893,bytes=101515517-102025382,867c1164
1,4,195,success,None,24/Jul/2026:12:35:43.034682,24/Jul/2026:12:35:43.188811,0.1541,0,None,None,None,None
1,4,205,success,None,24/Jul/2026:12:35:43.188847,24/Jul/2026:12:35:43.330219,0.1414,0,None,None,None,None
1,4,213,success,None,24/Jul/2026:12:35:43.330261,24/Jul/2026:12:35:43.470264,0.1400,0,None,None,None,None
1,4,223,success,None,24/Jul/2026:12:35:43.470300,24/Jul/2026:12:35:43.638278,0.1680,0,None,None,None,None
1,4,228,success,None,24/Jul/2026:12:35:43.638313,24/Jul/2026:12:35:43.830057,0.1917,1,24/Jul/2026:12:35:43.470596,0.2018,bytes=125508392-126021513,8281dd98
1,4,233,success,None,24/Jul/2026:12:35:43.830115,24/Jul/2026:12:35:43.979653,0.1495,1,24/Jul/2026:12:35:43.638609,0.2281,bytes=128634144-129154146,97857051
1,4,250,success,None,24/Jul/2026:12:35:43.979684,24/Jul/2026:12:35:44.145739,0.1661,0,None,None,None,None
1,4,257,success,None,24/Jul/2026:12:35:44.145778,24/Jul/2026:12:35:44.287432,0.1417,1,24/Jul/2026:12:35:43.980204,0.2005,bytes=142171089-142678735,c2332ea5
1,4,269,success,None,24/Jul/2026:12:35:44.287478,24/Jul/2026:12:35:44.429026,0.1415,0,None,None,None,None
1,4,276,success,None,24/Jul/2026:12:35:44.429064,24/Jul/2026:12:35:44.566198,0.1371,0,None,None,None,None
1,4,292,success,None,24/Jul/2026:12:35:44.566232,24/Jul/2026:12:35:44.701771,0.1355,1,24/Jul/2026:12:35:44.429365,0.1724,bytes=155697400-156216064,1568684a
1,4,308,success,None,24/Jul/2026:12:35:44.701806,24/Jul/2026:12:35:44.821349,0.1195,1,24/Jul/2026:12:35:44.566527,0.1696,bytes=164579591-165109785,09a45409
1,4,314,success,None,24/Jul/2026:12:35:44.821382,24/Jul/2026:12:35:44.947587,0.1262,0,None,None,None,None
1,4,320,success,None,24/Jul/2026:12:35:44.947620,24/Jul/2026:12:35:45.068322,0.1207,0,None,None,None,None
1,4,329,success,None,24/Jul/2026:12:35:45.068352,24/Jul/2026:12:35:45.185478,0.1171,1,24/Jul/2026:12:35:43.189154,1.9147,bytes=115646707-116145025,b5d4163e
1,4,334,success,None,24/Jul/2026:12:35:45.185513,24/Jul/2026:12:35:45.312654,0.1271,0,None,None,None,None
1,4,342,success,None,24/Jul/2026:12:35:45.312691,24/Jul/2026:12:35:45.433402,0.1207,0,None,None,None,None
1,4,351,success,None,24/Jul/2026:12:35:45.433432,24/Jul/2026:12:35:45.559840,0.1264,0,None,None,None,None
1,4,357,success,None,24/Jul/2026:12:35:45.559876,24/Jul/2026:12:35:45.750595,0.1907,0,None,None,None,None
1,4,367,success,None,24/Jul/2026:12:35:45.750668,24/Jul/2026:12:35:45.926131,0.1755,1,24/Jul/2026:12:35:43.831180,1.9596,bytes=132263791-132779752,d65e340b
1,4,378,success,None,24/Jul/2026:12:35:45.926168,24/Jul/2026:12:35:45.926233,0.0001,0,None,None,None,None
1,4,391,success,None,24/Jul/2026:12:35:45.926242,24/Jul/2026:12:35:45.926266,0.0000,0,None,None,None,None
1,4,414,success,None,24/Jul/2026:12:35:45.926272,24/Jul/2026:12:35:45.926292,0.0000,0,None,None,None,None
1,4,420,success,None,24/Jul/2026:12:35:45.926297,24/Jul/2026:12:35:45.926314,0.0000,0,None,None,None,None
1,4,431,success,None,24/Jul/2026:12:35:45.926319,24/Jul/2026:12:35:45.926336,0.0000,0,None,None,None,None
1,4,440,success,None,24/Jul/2026:12:35:45.926341,24/Jul/2026:12:35:45.926357,0.0000,0,None,None,None,None
1,4,447,success,None,24/Jul/2026:12:35:45.926362,24/Jul/2026:12:35:45.926377,0.0000,0,None,None,None,None
1,4,458,success,None,24/Jul/2026:12:35:45.926382,24/Jul/2026:12:35:45.926397,0.0000,0,None,None,None,None
2,4,3,success,None,24/Jul/2026:12:35:45.976796,24/Jul/2026:12:35:46.153307,0.1765,0,None,None,None,None
2,4,34,success,None,24/Jul/2026:12:35:46.153342,24/Jul/2026:12:35:46.328357,0.1750,0,None,None,None,None
2,4,20,success,None,24/Jul/2026:12:35:45.977101,24/Jul/2026:12:35:46.331389,0.3543,0,None,None,None,None
2,4,46,success,None,24/Jul/2026:12:35:46.331410,24/Jul/2026:12:35:46.495613,0.1642,0,None,None,None,None
2,4,39,success,None,24/Jul/2026:12:35:46.328401,24/Jul/2026:12:35:46.586441,0.2580,0,None,None,None,None
2,4,61,success,None,24/Jul/2026:12:35:46.586469,24/Jul/2026:12:35:46.754409,0.1679,0,None,None,None,None
2,4,54,success,None,24/Jul/2026:12:35:46.495658,24/Jul/2026:12:35:46.841508,0.3458,1,24/Jul/2026:12:35:46.586818,0.2111,bytes=34327906-34833937,6beff7e9
