maxWorkers,chunkSize,StartIndex,Status,Error,EndClock,Latency
10,5,103,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:34.035569,1.4298272090090904
10,5,168,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:34.238193,1.6322504170238972
10,5,206,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:34.438261,1.8321310410101432
10,5,390,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:34.462726,1.8559200000017881
10,5,321,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:34.538876,1.932436000002781
10,5,345,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:34.623581,2.0169972919975407
10,5,415,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:34.680045,2.07263349997811
10,5,407,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:34.693583,2.0866110420029145
15,5,206,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:35.342320,0.6467375420033932
15,5,345,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:36.028823,1.3326159160060342
15,5,390,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:36.101745,1.4053981250035577
15,5,415,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:36.229301,1.5327121659938712
15,5,168,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:36.254317,1.5589540409855545
15,5,2,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:36.537913,1.8427919579844456
15,5,407,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:36.916992,2.2205557500128634
15,5,321,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:36.932960,2.237106542015681
15,5,103,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:36.969827,2.2745772089983802
15,5,282,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:37.016033,2.320281624997733
20,5,2,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:37.639879,0.614539166999748
20,5,321,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:37.912404,0.8863621249911375
20,5,390,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:38.148632,1.1222827500023413
20,5,345,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:38.497373,1.471200666972436
20,5,168,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:38.710870,1.6852668329956941
20,5,103,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:38.736751,1.7112591250042897
20,5,407,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:38.761893,1.7354404169891495
20,5,206,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:38.769780,1.7440964999841526
20,5,282,failed,exceptions must derive from BaseException,21/Jul/2026:11:07:38.853198,1.8273235420056153
20,5,415,success,None,21/Jul/2026:11:07:42.215594,5.18905579202692
