maxWorkers,chunkSize,StartIndex,Status,Error,StartClock,EndClock,Slice_Latency,HTTPSRequestCount,HTTPSRequestClocks,HTTPSRequestLatencies
7,5,76,success,None,22/Jul/2026:11:42:35.338347,22/Jul/2026:11:42:36.288374,0.9500,40,22/Jul/2026:11:42:33.339975;22/Jul/2026:11:42:29.492585;22/Jul/2026:11:42:29.493851;22/Jul/2026:11:42:30.415599;22/Jul/2026:11:42:33.345601;22/Jul/2026:11:42:34.365034;22/Jul/2026:11:42:34.447624;22/Jul/2026:11:42:35.341584;22/Jul/2026:11:42:34.363310;22/Jul/2026:11:42:34.360514;22/Jul/2026:11:42:28.876125;22/Jul/2026:11:42:35.339918;22/Jul/2026:11:42:33.347837;22/Jul/2026:11:42:34.449132;22/Jul/2026:11:42:35.339512;22/Jul/2026:11:42:35.344580;22/Jul/2026:11:42:35.339432;22/Jul/2026:11:42:35.343239;22/Jul/2026:11:42:34.448934;22/Jul/2026:11:42:35.342083;22/Jul/2026:11:42:35.340444;22/Jul/2026:11:42:35.343161;22/Jul/2026:11:42:34.364594;22/Jul/2026:11:42:35.345837;22/Jul/2026:11:42:31.480734;22/Jul/2026:11:42:35.340284;22/Jul/2026:11:42:31.480069;22/Jul/2026:11:42:24.278591;22/Jul/2026:11:42:35.345777;22/Jul/2026:11:42:35.345068;22/Jul/2026:11:42:34.363124;22/Jul/2026:11:42:35.341467;22/Jul/2026:11:42:35.340699;22/Jul/2026:11:42:32.267807;22/Jul/2026:11:42:34.363484;22/Jul/2026:11:42:35.342025;22/Jul/2026:11:42:34.362472;22/Jul/2026:11:42:34.362394;22/Jul/2026:11:42:31.509337;22/Jul/2026:11:42:33.343812,2.0118;5.8592;5.8624;4.9413;2.0135;0.9952;0.9180;0.0303;1.0086;1.0142;6.5058;0.0435;2.0357;0.9452;0.0775;0.0964;0.1279;0.1258;1.0215;0.1294;0.1615;0.1597;1.1799;0.2040;4.0837;0.2256;4.0862;11.2887;0.2519;0.2735;1.5283;0.5883;0.5913;3.7615;1.6677;0.7048;1.7110;1.7158;4.7273;2.9108
7,5,133,success,None,22/Jul/2026:11:42:35.338472,22/Jul/2026:11:42:36.388197,1.0497,42,22/Jul/2026:11:42:33.339975;22/Jul/2026:11:42:29.492585;22/Jul/2026:11:42:29.493851;22/Jul/2026:11:42:30.415599;22/Jul/2026:11:42:33.345601;22/Jul/2026:11:42:34.365034;22/Jul/2026:11:42:34.447624;22/Jul/2026:11:42:35.341584;22/Jul/2026:11:42:34.363310;22/Jul/2026:11:42:34.360514;22/Jul/2026:11:42:28.876125;22/Jul/2026:11:42:35.339918;22/Jul/2026:11:42:33.347837;22/Jul/2026:11:42:34.449132;22/Jul/2026:11:42:35.339512;22/Jul/2026:11:42:35.344580;22/Jul/2026:11:42:35.339432;22/Jul/2026:11:42:35.343239;22/Jul/2026:11:42:34.448934;22/Jul/2026:11:42:35.342083;22/Jul/2026:11:42:35.340444;22/Jul/2026:11:42:35.343161;22/Jul/2026:11:42:34.364594;22/Jul/2026:11:42:35.345837;22/Jul/2026:11:42:31.480734;22/Jul/2026:11:42:35.340284;22/Jul/2026:11:42:31.480069;22/Jul/2026:11:42:24.278591;22/Jul/2026:11:42:35.345777;22/Jul/2026:11:42:35.345068;22/Jul/2026:11:42:34.363124;22/Jul/2026:11:42:35.341467;22/Jul/2026:11:42:35.340699;22/Jul/2026:11:42:32.267807;22/Jul/2026:11:42:34.363484;22/Jul/2026:11:42:35.342025;22/Jul/2026:11:42:34.362472;22/Jul/2026:11:42:34.362394;22/Jul/2026:11:42:31.509337;22/Jul/2026:11:42:33.343812;22/Jul/2026:11:42:36.230923;22/Jul/2026:11:42:36.230429,2.0118;5.8592;5.8624;4.9413;2.0135;0.9952;0.9180;0.0303;1.0086;1.0142;6.5058;0.0435;2.0357;0.9452;0.0775;0.0964;0.1279;0.1258;1.0215;0.1294;0.1615;0.1597;1.1799;0.2040;4.0837;0.2256;4.0862;11.2887;0.2519;0.2735;1.5283;0.5883;0.5913;3.7615;1.6677;0.7048;1.7110;1.7158;4.7273;2.9108;0.0809;0.0880
7,5,51,success,None,22/Jul/2026:11:42:35.337891,22/Jul/2026:11:42:36.409770,1.0719,43,22/Jul/2026:11:42:33.339975;22/Jul/2026:11:42:29.492585;22/Jul/2026:11:42:29.493851;22/Jul/2026:11:42:30.415599;22/Jul/2026:11:42:33.345601;22/Jul/2026:11:42:34.365034;22/Jul/2026:11:42:34.447624;22/Jul/2026:11:42:35.341584;22/Jul/2026:11:42:34.363310;22/Jul/2026:11:42:34.360514;22/Jul/2026:11:42:28.876125;22/Jul/2026:11:42:35.339918;22/Jul/2026:11:42:33.347837;22/Jul/2026:11:42:34.449132;22/Jul/2026:11:42:35.339512;22/Jul/2026:11:42:35.344580;22/Jul/2026:11:42:35.339432;22/Jul/2026:11:42:35.343239;22/Jul/2026:11:42:34.448934;22/Jul/2026:11:42:35.342083;22/Jul/2026:11:42:35.340444;22/Jul/2026:11:42:35.343161;22/Jul/2026:11:42:34.364594;22/Jul/2026:11:42:35.345837;22/Jul/2026:11:42:31.480734;22/Jul/2026:11:42:35.340284;22/Jul/2026:11:42:31.480069;22/Jul/2026:11:42:24.278591;22/Jul/2026:11:42:35.345777;22/Jul/2026:11:42:35.345068;22/Jul/2026:11:42:34.363124;22/Jul/2026:11:42:35.341467;22/Jul/2026:11:42:35.340699;22/Jul/2026:11:42:32.267807;22/Jul/2026:11:42:34.363484;22/Jul/2026:11:42:35.342025;22/Jul/2026:11:42:34.362472;22/Jul/2026:11:42:34.362394;22/Jul/2026:11:42:31.509337;22/Jul/2026:11:42:33.343812;22/Jul/2026:11:42:36.230923;22/Jul/2026:11:42:36.230429;22/Jul/2026:11:42:32.267725,2.0118;5.8592;5.8624;4.9413;2.0135;0.9952;0.9180;0.0303;1.0086;1.0142;6.5058;0.0435;2.0357;0.9452;0.0775;0.0964;0.1279;0.1258;1.0215;0.1294;0.1615;0.1597;1.1799;0.2040;4.0837;0.2256;4.0862;11.2887;0.2519;0.2735;1.5283;0.5883;0.5913;3.7615;1.6677;0.7048;1.7110;1.7158;4.7273;2.9108;0.0809;0.0880;4.1378
7,5,25,success,None,22/Jul/2026:11:42:35.337669,22/Jul/2026:11:42:36.699780,1.3621,54,22/Jul/2026:11:42:33.339975;22/Jul/2026:11:42:29.492585;22/Jul/2026:11:42:29.493851;22/Jul/2026:11:42:30.415599;22/Jul/2026:11:42:33.345601;22/Jul/2026:11:42:34.365034;22/Jul/2026:11:42:34.447624;22/Jul/2026:11:42:35.341584;22/Jul/2026:11:42:34.363310;22/Jul/2026:11:42:34.360514;22/Jul/2026:11:42:28.876125;22/Jul/2026:11:42:35.339918;22/Jul/2026:11:42:33.347837;22/Jul/2026:11:42:34.449132;22/Jul/2026:11:42:35.339512;22/Jul/2026:11:42:35.344580;22/Jul/2026:11:42:35.339432;22/Jul/2026:11:42:35.343239;22/Jul/2026:11:42:34.448934;22/Jul/2026:11:42:35.342083;22/Jul/2026:11:42:35.340444;22/Jul/2026:11:42:35.343161;22/Jul/2026:11:42:34.364594;22/Jul/2026:11:42:35.345837;22/Jul/2026:11:42:31.480734;22/Jul/2026:11:42:35.340284;22/Jul/2026:11:42:31.480069;22/Jul/2026:11:42:24.278591;22/Jul/2026:11:42:35.345777;22/Jul/2026:11:42:35.345068;22/Jul/2026:11:42:34.363124;22/Jul/2026:11:42:35.341467;22/Jul/2026:11:42:35.340699;22/Jul/2026:11:42:32.267807;22/Jul/2026:11:42:34.363484;22/Jul/2026:11:42:35.342025;22/Jul/2026:11:42:34.362472;22/Jul/2026:11:42:34.362394;22/Jul/2026:11:42:31.509337;22/Jul/2026:11:42:33.343812;22/Jul/2026:11:42:36.230923;22/Jul/2026:11:42:36.230429;22/Jul/2026:11:42:32.267725;22/Jul/2026:11:42:35.348282;22/Jul/2026:11:42:33.357147;22/Jul/2026:11:42:36.390019;22/Jul/2026:11:42:35.348743;22/Jul/2026:11:42:33.578742;22/Jul/2026:11:42:33.373790;22/Jul/2026:11:42:33.394233;22/Jul/2026:11:42:35.348832;22/Jul/2026:11:42:32.266898;22/Jul/2026:11:42:36.391211;22/Jul/2026:11:42:36.390511,2.0118;5.8592;5.8624;4.9413;2.0135;0.9952;0.9180;0.0303;1.0086;1.0142;6.5058;0.0435;2.0357;0.9452;0.0775;0.0964;0.1279;0.1258;1.0215;0.1294;0.1615;0.1597;1.1799;0.2040;4.0837;0.2256;4.0862;11.2887;0.2519;0.2735;1.5283;0.5883;0.5913;3.7615;1.6677;0.7048;1.7110;1.7158;4.7273;2.9108;0.0809;0.0880;4.1378;1.0649;3.0623;0.0354;1.0778;2.8495;3.0545;3.0410;1.0864;4.1804;0.0936;0.0959
7,5,151,success,None,22/Jul/2026:11:42:35.338715,22/Jul/2026:11:42:36.740800,1.4021,57,22/Jul/2026:11:42:33.339975;22/Jul/2026:11:42:29.492585;22/Jul/2026:11:42:29.493851;22/Jul/2026:11:42:30.415599;22/Jul/2026:11:42:33.345601;22/Jul/2026:11:42:34.365034;22/Jul/2026:11:42:34.447624;22/Jul/2026:11:42:35.341584;22/Jul/2026:11:42:34.363310;22/Jul/2026:11:42:34.360514;22/Jul/2026:11:42:28.876125;22/Jul/2026:11:42:35.339918;22/Jul/2026:11:42:33.347837;22/Jul/2026:11:42:34.449132;22/Jul/2026:11:42:35.339512;22/Jul/2026:11:42:35.344580;22/Jul/2026:11:42:35.339432;22/Jul/2026:11:42:35.343239;22/Jul/2026:11:42:34.448934;22/Jul/2026:11:42:35.342083;22/Jul/2026:11:42:35.340444;22/Jul/2026:11:42:35.343161;22/Jul/2026:11:42:34.364594;22/Jul/2026:11:42:35.345837;22/Jul/2026:11:42:31.480734;22/Jul/2026:11:42:35.340284;22/Jul/2026:11:42:31.480069;22/Jul/2026:11:42:24.278591;22/Jul/2026:11:42:35.345777;22/Jul/2026:11:42:35.345068;22/Jul/2026:11:42:34.363124;22/Jul/2026:11:42:35.341467;22/Jul/2026:11:42:35.340699;22/Jul/2026:11:42:32.267807;22/Jul/2026:11:42:34.363484;22/Jul/2026:11:42:35.342025;22/Jul/2026:11:42:34.362472;22/Jul/2026:11:42:34.362394;22/Jul/2026:11:42:31.509337;22/Jul/2026:11:42:33.343812;22/Jul/2026:11:42:36.230923;22/Jul/2026:11:42:36.230429;22/Jul/2026:11:42:32.267725;22/Jul/2026:11:42:35.348282;22/Jul/2026:11:42:33.357147;22/Jul/2026:11:42:36.390019;22/Jul/2026:11:42:35.348743;22/Jul/2026:11:42:33.578742;22/Jul/2026:11:42:33.373790;22/Jul/2026:11:42:33.394233;22/Jul/2026:11:42:35.348832;22/Jul/2026:11:42:32.266898;22/Jul/2026:11:42:36.391211;22/Jul/2026:11:42:36.390511;22/Jul/2026:11:42:35.346560;22/Jul/2026:11:42:35.341528;22/Jul/2026:11:42:34.358999,2.0118;5.8592;5.8624;4.9413;2.0135;0.9952;0.9180;0.0303;1.0086;1.0142;6.5058;0.0435;2.0357;0.9452;0.0775;0.0964;0.1279;0.1258;1.0215;0.1294;0.1615;0.1597;1.1799;0.2040;4.0837;0.2256;4.0862;11.2887;0.2519;0.2735;1.5283;0.5883;0.5913;3.7615;1.6677;0.7048;1.7110;1.7158;4.7273;2.9108;0.0809;0.0880;4.1378;1.0649;3.0623;0.0354;1.0778;2.8495;3.0545;3.0410;1.0864;4.1804;0.0936;0.0959;1.3815;1.3947;2.3808
7,5,161,success,None,22/Jul/2026:11:42:35.338942,22/Jul/2026:11:42:37.007808,1.6689,60,22/Jul/2026:11:42:33.339975;22/Jul/2026:11:42:29.492585;22/Jul/2026:11:42:29.493851;22/Jul/2026:11:42:30.415599;22/Jul/2026:11:42:33.345601;22/Jul/2026:11:42:34.365034;22/Jul/2026:11:42:34.447624;22/Jul/2026:11:42:35.341584;22/Jul/2026:11:42:34.363310;22/Jul/2026:11:42:34.360514;22/Jul/2026:11:42:28.876125;22/Jul/2026:11:42:35.339918;22/Jul/2026:11:42:33.347837;22/Jul/2026:11:42:34.449132;22/Jul/2026:11:42:35.339512;22/Jul/2026:11:42:35.344580;22/Jul/2026:11:42:35.339432;22/Jul/2026:11:42:35.343239;22/Jul/2026:11:42:34.448934;22/Jul/2026:11:42:35.342083;22/Jul/2026:11:42:35.340444;22/Jul/2026:11:42:35.343161;22/Jul/2026:11:42:34.364594;22/Jul/2026:11:42:35.345837;22/Jul/2026:11:42:31.480734;22/Jul/2026:11:42:35.340284;22/Jul/2026:11:42:31.480069;22/Jul/2026:11:42:24.278591;22/Jul/2026:11:42:35.345777;22/Jul/2026:11:42:35.345068;22/Jul/2026:11:42:34.363124;22/Jul/2026:11:42:35.341467;22/Jul/2026:11:42:35.340699;22/Jul/2026:11:42:32.267807;22/Jul/2026:11:42:34.363484;22/Jul/2026:11:42:35.342025;22/Jul/2026:11:42:34.362472;22/Jul/2026:11:42:34.362394;22/Jul/2026:11:42:31.509337;22/Jul/2026:11:42:33.343812;22/Jul/2026:11:42:36.230923;22/Jul/2026:11:42:36.230429;22/Jul/2026:11:42:32.267725;22/Jul/2026:11:42:35.348282;22/Jul/2026:11:42:33.357147;22/Jul/2026:11:42:36.390019;22/Jul/2026:11:42:35.348743;22/Jul/2026:11:42:33.578742;22/Jul/2026:11:42:33.373790;22/Jul/2026:11:42:33.394233;22/Jul/2026:11:42:35.348832;22/Jul/2026:11:42:32.266898;22/Jul/2026:11:42:36.391211;22/Jul/2026:11:42:36.390511;22/Jul/2026:11:42:35.346560;22/Jul/2026:11:42:35.341528;22/Jul/2026:11:42:34.358999;22/Jul/2026:11:42:35.347195;22/Jul/2026:11:42:33.579120;22/Jul/2026:11:42:36.742833,2.0118;5.8592;5.8624;4.9413;2.0135;0.9952;0.9180;0.0303;1.0086;1.0142;6.5058;0.0435;2.0357;0.9452;0.0775;0.0964;0.1279;0.1258;1.0215;0.1294;0.1615;0.1597;1.1799;0.2040;4.0837;0.2256;4.0862;11.2887;0.2519;0.2735;1.5283;0.5883;0.5913;3.7615;1.6677;0.7048;1.7110;1.7158;4.7273;2.9108;0.0809;0.0880;4.1378;1.0649;3.0623;0.0354;1.0778;2.8495;3.0545;3.0410;1.0864;4.1804;0.0936;0.0959;1.3815;1.3947;2.3808;1.4322;3.2205;0.0827
7,5,212,success,None,22/Jul/2026:11:42:36.288713,22/Jul/2026:11:42:37.206335,0.9176,31,22/Jul/2026:11:42:36.230923;22/Jul/2026:11:42:36.230429;22/Jul/2026:11:42:32.267725;22/Jul/2026:11:42:35.348282;22/Jul/2026:11:42:33.357147;22/Jul/2026:11:42:36.390019;22/Jul/2026:11:42:35.348743;22/Jul/2026:11:42:33.578742;22/Jul/2026:11:42:33.373790;22/Jul/2026:11:42:33.394233;22/Jul/2026:11:42:35.348832;22/Jul/2026:11:42:32.266898;22/Jul/2026:11:42:36.391211;22/Jul/2026:11:42:36.390511;22/Jul/2026:11:42:35.346560;22/Jul/2026:11:42:35.341528;22/Jul/2026:11:42:34.358999;22/Jul/2026:11:42:35.347195;22/Jul/2026:11:42:33.579120;22/Jul/2026:11:42:36.742833;22/Jul/2026:11:42:36.412069;22/Jul/2026:11:42:36.701322;22/Jul/2026:11:42:36.391536;22/Jul/2026:11:42:35.339326;22/Jul/2026:11:42:34.356583;22/Jul/2026:11:42:35.340748;22/Jul/2026:11:42:35.344326;22/Jul/2026:11:42:30.415883;22/Jul/2026:11:42:36.701904;22/Jul/2026:11:42:36.703768;22/Jul/2026:11:42:36.412570,0.0809;0.0880;4.1378;1.0649;3.0623;0.0354;1.0778;2.8495;3.0545;3.0410;1.0864;4.1804;0.0936;0.0959;1.3815;1.3947;2.3808;1.4322;3.2205;0.0827;0.6024;0.3167;0.6280;1.6804;2.6666;1.6834;1.6800;6.6093;0.3237;0.3273;0.6185
7,5,324,success,None,22/Jul/2026:11:42:36.410120,22/Jul/2026:11:42:37.292738,0.8826,33,22/Jul/2026:11:42:35.348282;22/Jul/2026:11:42:33.357147;22/Jul/2026:11:42:36.390019;22/Jul/2026:11:42:35.348743;22/Jul/2026:11:42:33.578742;22/Jul/2026:11:42:33.373790;22/Jul/2026:11:42:33.394233;22/Jul/2026:11:42:35.348832;22/Jul/2026:11:42:32.266898;22/Jul/2026:11:42:36.391211;22/Jul/2026:11:42:36.390511;22/Jul/2026:11:42:35.346560;22/Jul/2026:11:42:35.341528;22/Jul/2026:11:42:34.358999;22/Jul/2026:11:42:35.347195;22/Jul/2026:11:42:33.579120;22/Jul/2026:11:42:36.742833;22/Jul/2026:11:42:36.412069;22/Jul/2026:11:42:36.701322;22/Jul/2026:11:42:36.391536;22/Jul/2026:11:42:35.339326;22/Jul/2026:11:42:34.356583;22/Jul/2026:11:42:35.340748;22/Jul/2026:11:42:35.344326;22/Jul/2026:11:42:30.415883;22/Jul/2026:11:42:36.701904;22/Jul/2026:11:42:36.703768;22/Jul/2026:11:42:36.412570;22/Jul/2026:11:42:37.010363;22/Jul/2026:11:42:37.210909;22/Jul/2026:11:42:37.210204;22/Jul/2026:11:42:32.267256;22/Jul/2026:11:42:36.230997,1.0649;3.0623;0.0354;1.0778;2.8495;3.0545;3.0410;1.0864;4.1804;0.0936;0.0959;1.3815;1.3947;2.3808;1.4322;3.2205;0.0827;0.6024;0.3167;0.6280;1.6804;2.6666;1.6834;1.6800;6.6093;0.3237;0.3273;0.6185;0.2076;0.0087;0.0100;4.9530;0.9946
7,5,315,success,None,22/Jul/2026:11:42:36.388547,22/Jul/2026:11:42:37.294565,0.9060,34,22/Jul/2026:11:42:32.267725;22/Jul/2026:11:42:35.348282;22/Jul/2026:11:42:33.357147;22/Jul/2026:11:42:36.390019;22/Jul/2026:11:42:35.348743;22/Jul/2026:11:42:33.578742;22/Jul/2026:11:42:33.373790;22/Jul/2026:11:42:33.394233;22/Jul/2026:11:42:35.348832;22/Jul/2026:11:42:32.266898;22/Jul/2026:11:42:36.391211;22/Jul/2026:11:42:36.390511;22/Jul/2026:11:42:35.346560;22/Jul/2026:11:42:35.341528;22/Jul/2026:11:42:34.358999;22/Jul/2026:11:42:35.347195;22/Jul/2026:11:42:33.579120;22/Jul/2026:11:42:36.742833;22/Jul/2026:11:42:36.412069;22/Jul/2026:11:42:36.701322;22/Jul/2026:11:42:36.391536;22/Jul/2026:11:42:35.339326;22/Jul/2026:11:42:34.356583;22/Jul/2026:11:42:35.340748;22/Jul/2026:11:42:35.344326;22/Jul/2026:11:42:30.415883;22/Jul/2026:11:42:36.701904;22/Jul/2026:11:42:36.703768;22/Jul/2026:11:42:36.412570;22/Jul/2026:11:42:37.010363;22/Jul/2026:11:42:37.210909;22/Jul/2026:11:42:37.210204;22/Jul/2026:11:42:32.267256;22/Jul/2026:11:42:36.230997,4.1378;1.0649;3.0623;0.0354;1.0778;2.8495;3.0545;3.0410;1.0864;4.1804;0.0936;0.0959;1.3815;1.3947;2.3808;1.4322;3.2205;0.0827;0.6024;0.3167;0.6280;1.6804;2.6666;1.6834;1.6800;6.6093;0.3237;0.3273;0.6185;0.2076;0.0087;0.0100;4.9530;0.9946
7,5,203,success,None,22/Jul/2026:11:42:36.229107,22/Jul/2026:11:42:37.403664,1.1746,38,22/Jul/2026:11:42:31.509337;22/Jul/2026:11:42:33.343812;22/Jul/2026:11:42:36.230923;22/Jul/2026:11:42:36.230429;22/Jul/2026:11:42:32.267725;22/Jul/2026:11:42:35.348282;22/Jul/2026:11:42:33.357147;22/Jul/2026:11:42:36.390019;22/Jul/2026:11:42:35.348743;22/Jul/2026:11:42:33.578742;22/Jul/2026:11:42:33.373790;22/Jul/2026:11:42:33.394233;22/Jul/2026:11:42:35.348832;22/Jul/2026:11:42:32.266898;22/Jul/2026:11:42:36.391211;22/Jul/2026:11:42:36.390511;22/Jul/2026:11:42:35.346560;22/Jul/2026:11:42:35.341528;22/Jul/2026:11:42:34.358999;22/Jul/2026:11:42:35.347195;22/Jul/2026:11:42:33.579120;22/Jul/2026:11:42:36.742833;22/Jul/2026:11:42:36.412069;22/Jul/2026:11:42:36.701322;22/Jul/2026:11:42:36.391536;22/Jul/2026:11:42:35.339326;22/Jul/2026:11:42:34.356583;22/Jul/2026:11:42:35.340748;22/Jul/2026:11:42:35.344326;22/Jul/2026:11:42:30.415883;22/Jul/2026:11:42:36.701904;22/Jul/2026:11:42:36.703768;22/Jul/2026:11:42:36.412570;22/Jul/2026:11:42:37.010363;22/Jul/2026:11:42:37.210909;22/Jul/2026:11:42:37.210204;22/Jul/2026:11:42:32.267256;22/Jul/2026:11:42:36.230997,4.7273;2.9108;0.0809;0.0880;4.1378;1.0649;3.0623;0.0354;1.0778;2.8495;3.0545;3.0410;1.0864;4.1804;0.0936;0.0959;1.3815;1.3947;2.3808;1.4322;3.2205;0.0827;0.6024;0.3167;0.6280;1.6804;2.6666;1.6834;1.6800;6.6093;0.3237;0.3273;0.6185;0.2076;0.0087;0.0100;4.9530;0.9946
7,5,343,success,None,22/Jul/2026:11:42:36.741176,22/Jul/2026:11:42:37.473169,0.7320,19,22/Jul/2026:11:42:35.347195;22/Jul/2026:11:42:33.579120;22/Jul/2026:11:42:36.742833;22/Jul/2026:11:42:36.412069;22/Jul/2026:11:42:36.701322;22/Jul/2026:11:42:36.391536;22/Jul/2026:11:42:35.339326;22/Jul/2026:11:42:34.356583;22/Jul/2026:11:42:35.340748;22/Jul/2026:11:42:35.344326;22/Jul/2026:11:42:30.415883;22/Jul/2026:11:42:36.701904;22/Jul/2026:11:42:36.703768;22/Jul/2026:11:42:36.412570;22/Jul/2026:11:42:37.010363;22/Jul/2026:11:42:37.210909;22/Jul/2026:11:42:37.210204;22/Jul/2026:11:42:32.267256;22/Jul/2026:11:42:36.230997,1.4322;3.2205;0.0827;0.6024;0.3167;0.6280;1.6804;2.6666;1.6834;1.6800;6.6093;0.3237;0.3273;0.6185;0.2076;0.0087;0.0100;4.9530;0.9946
7,5,334,success,None,22/Jul/2026:11:42:36.700148,22/Jul/2026:11:42:37.558388,0.8582,22,22/Jul/2026:11:42:35.346560;22/Jul/2026:11:42:35.341528;22/Jul/2026:11:42:34.358999;22/Jul/2026:11:42:35.347195;22/Jul/2026:11:42:33.579120;22/Jul/2026:11:42:36.742833;22/Jul/2026:11:42:36.412069;22/Jul/2026:11:42:36.701322;22/Jul/2026:11:42:36.391536;22/Jul/2026:11:42:35.339326;22/Jul/2026:11:42:34.356583;22/Jul/2026:11:42:35.340748;22/Jul/2026:11:42:35.344326;22/Jul/2026:11:42:30.415883;22/Jul/2026:11:42:36.701904;22/Jul/2026:11:42:36.703768;22/Jul/2026:11:42:36.412570;22/Jul/2026:11:42:37.010363;22/Jul/2026:11:42:37.210909;22/Jul/2026:11:42:37.210204;22/Jul/2026:11:42:32.267256;22/Jul/2026:11:42:36.230997,1.3815;1.3947;2.3808;1.4322;3.2205;0.0827;0.6024;0.3167;0.6280;1.6804;2.6666;1.6834;1.6800;6.6093;0.3237;0.3273;0.6185;0.2076;0.0087;0.0100;4.9530;0.9946
7,5,366,success,None,22/Jul/2026:11:42:37.008200,22/Jul/2026:11:42:37.805975,0.7978,16,22/Jul/2026:11:42:36.412069;22/Jul/2026:11:42:36.701322;22/Jul/2026:11:42:36.391536;22/Jul/2026:11:42:35.339326;22/Jul/2026:11:42:34.356583;22/Jul/2026:11:42:35.340748;22/Jul/2026:11:42:35.344326;22/Jul/2026:11:42:30.415883;22/Jul/2026:11:42:36.701904;22/Jul/2026:11:42:36.703768;22/Jul/2026:11:42:36.412570;22/Jul/2026:11:42:37.010363;22/Jul/2026:11:42:37.210909;22/Jul/2026:11:42:37.210204;22/Jul/2026:11:42:32.267256;22/Jul/2026:11:42:36.230997,0.6024;0.3167;0.6280;1.6804;2.6666;1.6834;1.6800;6.6093;0.3237;0.3273;0.6185;0.2076;0.0087;0.0100;4.9530;0.9946
7,5,415,success,None,22/Jul/2026:11:42:37.206666,22/Jul/2026:11:42:37.822484,0.6158,5,22/Jul/2026:11:42:37.010363;22/Jul/2026:11:42:37.210909;22/Jul/2026:11:42:37.210204;22/Jul/2026:11:42:32.267256;22/Jul/2026:11:42:36.230997,0.2076;0.0087;0.0100;4.9530;0.9946
8,5,76,success,None,22/Jul/2026:11:42:37.836196,22/Jul/2026:11:42:38.929622,1.0934,21,22/Jul/2026:11:42:33.374528;22/Jul/2026:11:42:24.285525;22/Jul/2026:11:42:31.482164;22/Jul/2026:11:42:34.360883;22/Jul/2026:11:42:36.744371;22/Jul/2026:11:42:36.410890;22/Jul/2026:11:42:37.837738;22/Jul/2026:11:42:36.289566;22/Jul/2026:11:42:37.838127;22/Jul/2026:11:42:33.334131;22/Jul/2026:11:42:36.702464;22/Jul/2026:11:42:37.840884;22/Jul/2026:11:42:37.838249;22/Jul/2026:11:42:37.837510;22/Jul/2026:11:42:32.267426;22/Jul/2026:11:42:37.838543;22/Jul/2026:11:42:37.842800;22/Jul/2026:11:42:33.338648;22/Jul/2026:11:42:37.842443;22/Jul/2026:11:42:37.850194;22/Jul/2026:11:42:37.841524,4.4773;13.5667;6.3713;3.4929;1.1243;1.4611;0.0344;1.6082;0.0663;4.5762;1.2161;0.0847;0.0928;0.1121;5.7421;0.1853;0.1984;4.7732;0.2726;0.7965;0.8450
8,5,51,success,None,22/Jul/2026:11:42:37.835908,22/Jul/2026:11:42:38.958092,1.1222,21,22/Jul/2026:11:42:33.374528;22/Jul/2026:11:42:24.285525;22/Jul/2026:11:42:31.482164;22/Jul/2026:11:42:34.360883;22/Jul/2026:11:42:36.744371;22/Jul/2026:11:42:36.410890;22/Jul/2026:11:42:37.837738;22/Jul/2026:11:42:36.289566;22/Jul/2026:11:42:37.838127;22/Jul/2026:11:42:33.334131;22/Jul/2026:11:42:36.702464;22/Jul/2026:11:42:37.840884;22/Jul/2026:11:42:37.838249;22/Jul/2026:11:42:37.837510;22/Jul/2026:11:42:32.267426;22/Jul/2026:11:42:37.838543;22/Jul/2026:11:42:37.842800;22/Jul/2026:11:42:33.338648;22/Jul/2026:11:42:37.842443;22/Jul/2026:11:42:37.850194;22/Jul/2026:11:42:37.841524,4.4773;13.5667;6.3713;3.4929;1.1243;1.4611;0.0344;1.6082;0.0663;4.5762;1.2161;0.0847;0.0928;0.1121;5.7421;0.1853;0.1984;4.7732;0.2726;0.7965;0.8450
8,5,61,success,None,22/Jul/2026:11:42:37.836076,22/Jul/2026:11:42:38.984009,1.1479,29,22/Jul/2026:11:42:33.374528;22/Jul/2026:11:42:24.285525;22/Jul/2026:11:42:31.482164;22/Jul/2026:11:42:34.360883;22/Jul/2026:11:42:36.744371;22/Jul/2026:11:42:36.410890;22/Jul/2026:11:42:37.837738;22/Jul/2026:11:42:36.289566;22/Jul/2026:11:42:37.838127;22/Jul/2026:11:42:33.334131;22/Jul/2026:11:42:36.702464;22/Jul/2026:11:42:37.840884;22/Jul/2026:11:42:37.838249;22/Jul/2026:11:42:37.837510;22/Jul/2026:11:42:32.267426;22/Jul/2026:11:42:37.838543;22/Jul/2026:11:42:37.842800;22/Jul/2026:11:42:33.338648;22/Jul/2026:11:42:37.842443;22/Jul/2026:11:42:37.850194;22/Jul/2026:11:42:37.841524;22/Jul/2026:11:42:37.837873;22/Jul/2026:11:42:37.208126;22/Jul/2026:11:42:36.291430;22/Jul/2026:11:42:37.850440;22/Jul/2026:11:42:34.445581;22/Jul/2026:11:42:27.930477;22/Jul/2026:11:42:33.357712;22/Jul/2026:11:42:33.393586,4.4773;13.5667;6.3713;3.4929;1.1243;1.4611;0.0344;1.6082;0.0663;4.5762;1.2161;0.0847;0.0928;0.1121;5.7421;0.1853;0.1984;4.7732;0.2726;0.7965;0.8450;1.1327;1.7643;2.6819;1.1229;4.5277;11.0428;5.6208;5.5885
