maxWorkers,chunkSize,StartIndex,Status,Error,StartClock,EndClock,Slice_Latency,HTTPSRequestCount,HTTPSRequestClocks,HTTPSRequestLatencies,HTTPS Byte Ranges,HTTPSRequestIDs
1,4,224,success,None,23/Jul/2026:13:15:53.884660,23/Jul/2026:13:15:54.896236,1.0116,4,23/Jul/2026:13:15:52.942446;23/Jul/2026:13:15:45.109193;23/Jul/2026:13:15:45.109438;23/Jul/2026:13:15:53.886603,0.9780;8.8116;8.8115;0.0615,bytes=824262416-825149655;bytes=569265183-569370811;bytes=567430107-568354229;bytes=929822322-929918593,aced3639;51819dc6;e374f49d;718b5c79
1,4,238,success,None,23/Jul/2026:13:15:54.896453,23/Jul/2026:13:15:55.916717,1.0203,4,23/Jul/2026:13:15:50.664207;23/Jul/2026:13:15:51.820179;23/Jul/2026:13:15:52.943045;23/Jul/2026:13:15:44.010914,4.2734;3.1178;2.0205;11.1338,bytes=765574495-765684330;bytes=776163132-777071371;bytes=828260587-829140935;bytes=522642852-523552586,8ad1b9f5;8568fc0a;c415ddaa;1b2ef55b
1,4,243,success,None,23/Jul/2026:13:15:55.916922,23/Jul/2026:13:15:57.033324,1.1164,3,23/Jul/2026:13:15:53.886075;23/Jul/2026:13:15:54.898277;23/Jul/2026:13:15:55.918330,2.0921;1.1322;0.1239,bytes=922113374-922232210;bytes=986922113-987118234;bytes=1003522846-1003611197,b73767a2;045e7cc2;d047180d
1,4,254,success,None,23/Jul/2026:13:15:57.033549,23/Jul/2026:13:15:58.174723,1.1412,4,23/Jul/2026:13:15:55.918214;23/Jul/2026:13:15:46.235074;23/Jul/2026:13:15:57.035414;23/Jul/2026:13:15:57.034521,1.1505;10.8640;0.0837;0.1300,bytes=999614523-999794361;bytes=587835498-588740464;bytes=1052972426-1053068010;bytes=1044835501-1044914701,4446aa2d;6622fcdf;092271a7;fc79a041
1,4,281,success,None,23/Jul/2026:13:15:58.174951,23/Jul/2026:13:15:59.326481,1.1515,7,23/Jul/2026:13:15:48.370418;23/Jul/2026:13:15:54.897575;23/Jul/2026:13:15:54.897378;23/Jul/2026:13:15:55.918037;23/Jul/2026:13:15:58.176987;23/Jul/2026:13:15:58.177055;23/Jul/2026:13:15:55.918558,9.8333;3.3146;3.3295;2.3105;0.0641;0.0782;2.3911,bytes=641657763-642550150;bytes=977130538-978040156;bytes=979033112-979126104;bytes=997419038-998340707;bytes=1164386203-1164503490;bytes=1164503491-1164613268;bytes=1002519116-1003425931,03ca15ca;ff1804e1;b2bdf1f2;68e8054b;58ec5f85;040ad475;ca6dda83
1,4,286,success,None,23/Jul/2026:13:15:59.326700,23/Jul/2026:13:16:00.446541,1.1198,6,23/Jul/2026:13:15:55.918613;23/Jul/2026:13:15:54.897514;23/Jul/2026:13:15:54.897447;23/Jul/2026:13:15:49.194987;23/Jul/2026:13:15:59.328468;23/Jul/2026:13:15:52.943230,3.4450;4.4676;4.4792;10.1927;0.1264;6.5191,bytes=1003611198-1003818588;bytes=976247996-977130537;bytes=975344972-976247995;bytes=736935669-737069838;bytes=1181175098-1181274319;bytes=831132034-831223478,edef3b70;4a4c46ef;cadcb8d4;7cdc8676;e78d0b48;78b81fae
1,4,292,success,None,23/Jul/2026:13:16:00.446776,23/Jul/2026:13:16:01.705914,1.2591,2,23/Jul/2026:13:15:58.175534;23/Jul/2026:13:15:59.328124,2.3100;1.1682,bytes=1149907225-1150840459;bytes=1180904565-1181071878,5a7f599b;9e1d09ec
1,4,299,success,None,23/Jul/2026:13:16:01.706128,23/Jul/2026:13:16:02.556732,0.8506,2,23/Jul/2026:13:16:00.448236;23/Jul/2026:13:16:01.707552,1.3008;0.1354,bytes=1205513196-1205612698;bytes=1230555524-1230653469,b2d6360f;989c1fc3
1,4,308,success,None,23/Jul/2026:13:16:02.556950,23/Jul/2026:13:16:03.994340,1.4374,4,23/Jul/2026:13:15:59.327892;23/Jul/2026:13:16:01.707008;23/Jul/2026:13:16:02.558797;23/Jul/2026:13:16:02.558739,3.2602;0.8926;0.0779;0.0907,bytes=1175790559-1176690287;bytes=1230130554-1230313674;bytes=1275921608-1276029505;bytes=1275821518-1275921607,37c382f7;7e997e45;e62a3396;0485081a
1,4,315,success,None,23/Jul/2026:13:16:03.994557,23/Jul/2026:13:16:04.874680,0.8801,7,23/Jul/2026:13:16:02.557630;23/Jul/2026:13:16:00.448625;23/Jul/2026:13:15:52.943796;23/Jul/2026:13:16:00.447633;23/Jul/2026:13:16:01.707075;23/Jul/2026:13:16:02.558112;23/Jul/2026:13:16:02.558568,1.4681;3.5783;11.0849;3.5852;2.3363;1.4919;1.4936,bytes=1263699455-1263864704;bytes=1209652294-1209765457;bytes=839008891-839203005;bytes=1197373174-1197551733;bytes=1230313675-1230454211;bytes=1266759446-1267671704;bytes=1270889998-1271792928,f4d16939;a8ca1834;6b9df4fc;edc391c8;08224b2e;4e197d4f;f5dc2464
1,4,325,success,None,23/Jul/2026:13:16:04.874897,23/Jul/2026:13:16:05.962631,1.0877,4,23/Jul/2026:13:16:03.996535;23/Jul/2026:13:16:03.996423;23/Jul/2026:13:15:52.943632;23/Jul/2026:13:16:04.876103,0.9184;0.9370;12.0115;0.0877,bytes=1304747441-1304851647;bytes=1300799752-1301026423;bytes=834004341-834907025;bytes=1337808242-1337916045,971ae527;3098602a;3b4662bf;321df725
1,4,340,success,None,23/Jul/2026:13:16:05.962855,23/Jul/2026:13:16:06.944512,0.9817,4,23/Jul/2026:13:15:58.176739;23/Jul/2026:13:15:55.918448;23/Jul/2026:13:16:02.557918;23/Jul/2026:13:15:59.327714,7.8211;10.0860;3.4474;6.6785,bytes=1159275301-1160189422;bytes=1000692090-1001583116;bytes=1264059243-1264951590;bytes=1173080027-1173990336,5fc8c3cd;075083ef;e5473007;621d7f23
1,4,346,success,None,23/Jul/2026:13:16:06.944725,23/Jul/2026:13:16:08.083925,1.1392,2,23/Jul/2026:13:16:04.876722;23/Jul/2026:13:16:05.964709,2.1481;1.0789,bytes=1345685151-1345763079;bytes=1402561942-1403479281,9f127157;70ca4065
1,4,360,success,None,23/Jul/2026:13:16:08.084139,23/Jul/2026:13:16:09.231057,1.1469,8,23/Jul/2026:13:16:03.996366;23/Jul/2026:13:16:05.963220;23/Jul/2026:13:16:05.964220;23/Jul/2026:13:16:05.964156;23/Jul/2026:13:16:05.963374;23/Jul/2026:13:16:06.946207;23/Jul/2026:13:16:08.085917;23/Jul/2026:13:16:08.085601,4.1268;2.1612;2.1655;2.1655;2.1664;1.2011;0.0622;0.1177,bytes=1300581861-1300799751;bytes=1391383537-1392289527;bytes=1398323026-1399232346;bytes=1397390444-1398323025;bytes=1392289528-1393191098;bytes=1424551420-1425448506;bytes=1486387303-1486508121;bytes=1486160246-1486269076,4699f2a9;e3a0c8f2;ecf1b64f;7553238e;19e54cea;dd2ae54e;8eed50f6;901df503
1,4,370,success,None,23/Jul/2026:13:16:09.231265,23/Jul/2026:13:16:09.973343,0.7421,4,23/Jul/2026:13:16:05.964827;23/Jul/2026:13:16:08.085651;23/Jul/2026:13:16:08.085550;23/Jul/2026:13:16:08.085706,3.3053;1.1848;1.1850;1.1875,bytes=1403869345-1404093584;bytes=1482454922-1483353321;bytes=1486029279-1486160245;bytes=1483353322-1484245762,49a1fa5d;5838a9d2;d5d78922;e647fa5e
1,4,376,success,None,23/Jul/2026:13:16:09.973573,23/Jul/2026:13:16:11.148217,1.1746,4,23/Jul/2026:13:16:06.946489;23/Jul/2026:13:16:09.232977;23/Jul/2026:13:16:04.875922;23/Jul/2026:13:16:08.084757,3.0585;0.7720;5.1394;1.9527,bytes=1428604280-1428702704;bytes=1527787989-1527899773;bytes=1334963380-1335846351;bytes=1476827262-1477734558,fc1df3ff;7907c45c;6e2ec998;a3d03f8e
1,4,385,success,None,23/Jul/2026:13:16:11.148461,23/Jul/2026:13:16:12.322829,1.1744,4,23/Jul/2026:13:16:09.975180;23/Jul/2026:13:16:08.085812;23/Jul/2026:13:16:09.233032;23/Jul/2026:13:16:11.150582,1.2088;3.1107;1.9689;0.0702,bytes=1550559658-1551484085;bytes=1485141055-1486029278;bytes=1527899774-1528003956;bytes=1593787037-1593887948,2110fe8a;5353bb69;9c363966;17023dc8
1,4,393,success,None,23/Jul/2026:13:16:12.323036,23/Jul/2026:13:16:13.390604,1.0676,5,23/Jul/2026:13:16:08.084692;23/Jul/2026:13:16:11.148798;23/Jul/2026:13:16:09.974712;23/Jul/2026:13:16:05.964883;23/Jul/2026:13:16:11.150295,4.2722;1.2121;2.3936;6.4384;1.2821,bytes=1475921472-1476827261;bytes=1577820332-1578714513;bytes=1546297568-1547233841;bytes=1407677456-1407794838;bytes=1587034414-1587933187,012f465f;29e9e0cb;93cbc9b3;228cc963;84111e48
1,4,400,success,None,23/Jul/2026:13:16:13.390829,23/Jul/2026:13:16:14.398377,1.0075,3,23/Jul/2026:13:16:12.324885;23/Jul/2026:13:16:06.946264;23/Jul/2026:13:16:12.324363,1.0955;6.5269;1.1511,bytes=1627088920-1627291683;bytes=1425448507-1426330955;bytes=1619379556-1619476434,7deddf23;f8026583;cead7c84
1,4,407,success,None,23/Jul/2026:13:16:14.398597,23/Jul/2026:13:16:15.284496,0.8859,2,23/Jul/2026:13:16:13.391457;23/Jul/2026:13:16:08.084876,1.0463;6.3573,bytes=1642770737-1643670810;bytes=1478154241-1478267136,294b1c7d;bc0f82c1
1,4,412,success,None,23/Jul/2026:13:16:15.284703,23/Jul/2026:13:16:16.368837,1.0841,5,23/Jul/2026:13:16:13.392367;23/Jul/2026:13:16:12.323983;23/Jul/2026:13:16:05.964469;23/Jul/2026:13:16:15.286769;23/Jul/2026:13:16:11.149240,1.9203;2.9889;9.3588;0.0775;4.2460,bytes=1652157320-1652269896;bytes=1619168689-1619285810;bytes=1403584185-1403680133;bytes=1706029104-1706142512;bytes=1581917341-1582029485,5f4b9f9f;0e455a32;79ab40fe;3a040d5a;bb66934f
1,4,419,success,None,23/Jul/2026:13:16:16.369053,23/Jul/2026:13:16:17.505057,1.1360,3,23/Jul/2026:13:16:11.149652;23/Jul/2026:13:16:15.285497;23/Jul/2026:13:16:14.399760,5.2533;1.1244;2.0105,bytes=1582033142-1582928914;bytes=1693531288-1693745193;bytes=1674253421-1675134211,3d5e481a;7655d959;0425e02f
1,4,426,success,None,23/Jul/2026:13:16:17.505272,23/Jul/2026:13:16:18.678163,1.1729,6,23/Jul/2026:13:16:15.285183;23/Jul/2026:13:16:12.323753;23/Jul/2026:13:16:09.974212;23/Jul/2026:13:16:16.370592;23/Jul/2026:13:16:16.370489;23/Jul/2026:13:16:16.370691,2.2660;5.2447;7.5943;1.2074;1.2096;1.2118,bytes=1690414656-1691312947;bytes=1615161829-1615315640;bytes=1543008564-1543906326;bytes=1728806131-1729710489;bytes=1727026584-1727917932;bytes=1730891984-1731011212,3415705c;a723508a;daf4ec45;85ecfb50;d4044246;f28696cc
1,4,438,success,None,23/Jul/2026:13:16:18.678386,23/Jul/2026:13:16:20.121395,1.4430,2,23/Jul/2026:13:16:09.974279;23/Jul/2026:13:16:09.974521,8.7422;8.7510,bytes=1544084198-1544301779;bytes=1548236611-1548333499,133777fd;32bf8373
1,4,448,success,None,23/Jul/2026:13:16:20.121609,23/Jul/2026:13:16:21.007054,0.8854,3,23/Jul/2026:13:16:03.996196;23/Jul/2026:13:16:18.679705;23/Jul/2026:13:16:18.678915,16.1703;1.4869;1.4969,bytes=1297648871-1298546223;bytes=1803199766-1804124808;bytes=1798075691-1798949236,82a0ef39;ad627c3c;b23d735f
1,4,464,success,None,23/Jul/2026:13:16:21.007261,23/Jul/2026:13:16:22.093435,1.0862,6,23/Jul/2026:13:16:18.679645;23/Jul/2026:13:16:20.123000;23/Jul/2026:13:16:17.506522;23/Jul/2026:13:16:17.506419;23/Jul/2026:13:16:13.392675;23/Jul/2026:13:16:21.009299,2.3604;0.9172;3.5354;3.5355;7.6793;0.0867,bytes=1802324086-1803199765;bytes=1846819949-1847713443;bytes=1755946977-1756152368;bytes=1754602557-1755511310;bytes=1651240223-1652157319;bytes=1921175092-1921301760,f2b09034;d4d738fa;a73c5c1d;d8a6676d;ce7db5ec;3f25fded
2,4,2,success,None,23/Jul/2026:13:16:22.094695,23/Jul/2026:13:16:23.303946,1.2092,7,23/Jul/2026:13:16:22.096731;23/Jul/2026:13:16:11.148958;23/Jul/2026:13:15:32.194368;23/Jul/2026:13:15:32.194503;23/Jul/2026:13:16:22.095777;23/Jul/2026:13:16:22.095669;23/Jul/2026:13:15:40.698338,0.0290;10.9801;49.9550;50.1159;0.2709;0.2885;41.7490,bytes=28434927-29322116;bytes=1578714514-1579605577;bytes=123201472-124124679;bytes=125230783-125414254;bytes=15553835-15652077;bytes=11768140-11869466;bytes=428420649-429342131,9df73c86;46b23be8;9929aedb;59c43f8b;ff453579;4ed3f2cf;b8b673da
2,4,7,success,None,23/Jul/2026:13:16:22.094868,23/Jul/2026:13:16:24.119366,2.0245,7,23/Jul/2026:13:16:22.096731;23/Jul/2026:13:16:11.148958;23/Jul/2026:13:15:32.194368;23/Jul/2026:13:15:32.194503;23/Jul/2026:13:16:22.095777;23/Jul/2026:13:16:22.095669;23/Jul/2026:13:15:40.698338,0.0290;10.9801;49.9550;50.1159;0.2709;0.2885;41.7490,bytes=28434927-29322116;bytes=1578714514-1579605577;bytes=123201472-124124679;bytes=125230783-125414254;bytes=15553835-15652077;bytes=11768140-11869466;bytes=428420649-429342131,9df73c86;46b23be8;9929aedb;59c43f8b;ff453579;4ed3f2cf;b8b673da
2,4,12,success,None,23/Jul/2026:13:16:23.304161,23/Jul/2026:13:16:24.503739,1.1996,1,23/Jul/2026:13:16:23.304850,0.8674,bytes=52399041-52496406,f2d91b00
2,4,20,success,None,23/Jul/2026:13:16:24.119587,23/Jul/2026:13:16:25.381571,1.2620,3,23/Jul/2026:13:16:23.304850;23/Jul/2026:13:16:24.120853;23/Jul/2026:13:16:20.121936,0.8674;0.4743;4.8085,bytes=52399041-52496406;bytes=88943721-89074012;bytes=1838301334-1839199248,f2d91b00;8736771d;e2490125
2,4,41,success,None,23/Jul/2026:13:16:25.381791,23/Jul/2026:13:16:26.399403,1.0176,6,23/Jul/2026:13:16:22.097230;23/Jul/2026:13:16:03.995490;23/Jul/2026:13:16:24.120602;23/Jul/2026:13:16:23.306027;23/Jul/2026:13:16:22.096896;23/Jul/2026:13:15:51.820249,3.3179;21.4272;1.3137;2.1304;3.3816;33.6900,bytes=35304431-36212069;bytes=1296181031-1296274306;bytes=85130458-86033739;bytes=60249183-60347628;bytes=31127959-32038767;bytes=777071372-777974563,d3640545;8d31a2a1;0ec66ca2;9d666e1e;4cbc6b14;ce384608
2,4,30,success,None,23/Jul/2026:13:16:24.503971,23/Jul/2026:13:16:26.596109,2.0921,12,23/Jul/2026:13:16:24.120853;23/Jul/2026:13:16:20.121936;23/Jul/2026:13:16:22.097230;23/Jul/2026:13:16:03.995490;23/Jul/2026:13:16:24.120602;23/Jul/2026:13:16:23.306027;23/Jul/2026:13:16:22.096896;23/Jul/2026:13:15:51.820249;23/Jul/2026:13:16:24.120032;23/Jul/2026:13:16:22.097188;23/Jul/2026:13:16:25.383707;23/Jul/2026:13:15:55.917560,0.4743;4.8085;3.3179;21.4272;1.3137;2.1304;3.3816;33.6900;2.3146;4.3473;1.0939;30.5749,bytes=88943721-89074012;bytes=1838301334-1839199248;bytes=35304431-36212069;bytes=1296181031-1296274306;bytes=85130458-86033739;bytes=60249183-60347628;bytes=31127959-32038767;bytes=777071372-777974563;bytes=81885664-82767056;bytes=34378950-35297118;bytes=182228661-182324486;bytes=994315722-995202076,8736771d;e2490125;d3640545;8d31a2a1;0ec66ca2;9d666e1e;4cbc6b14;ce384608;d03e84e2;007fc067;ead300af;15078039
2,4,60,success,None,23/Jul/2026:13:16:26.596341,23/Jul/2026:13:16:27.928876,1.3325,1,23/Jul/2026:13:16:24.505057,2.1297,bytes=125611313-126492675,b9892cc2
