maxWorkers,chunkSize,StartIndex,Status,Error,StartClock,EndClock,Slice_Latency,HTTPSRequestCount,HTTPSRequestClocks,HTTPSRequestLatencies
3,5,326,success,None,22/Jul/2026:15:07:52.875597,22/Jul/2026:15:07:53.704098,0.8285,11,22/Jul/2026:15:07:50.380072;22/Jul/2026:15:07:52.876954;22/Jul/2026:15:07:52.876837;22/Jul/2026:15:07:52.877761;22/Jul/2026:15:07:50.379387;22/Jul/2026:15:07:50.116943;22/Jul/2026:15:07:50.380025;22/Jul/2026:15:07:52.876282;22/Jul/2026:15:07:52.875955;22/Jul/2026:15:07:53.130780;22/Jul/2026:15:07:49.315119,2.5015;0.0218;0.2639;0.2685;2.7670;3.0364;2.7856;0.2901;0.3550;0.1041;3.9323,bytes=565244006-565446215;bytes=1345685151-1345763079;bytes=1341878793-1341989552;bytes=1350205142-1350429564;bytes=560825434-560916004;bytes=401707576-401802346;bytes=564130998-565046873;bytes=1337808242-1337916045;bytes=1334069937-1334963379;bytes=1436744466-1436857922;bytes=74409702-75331913
3,5,360,success,None,22/Jul/2026:15:07:53.221410,22/Jul/2026:15:07:53.842263,0.6208,3,22/Jul/2026:15:07:52.875955;22/Jul/2026:15:07:53.130780;22/Jul/2026:15:07:49.315119,0.3550;0.1041;3.9323,bytes=1334069937-1334963379;bytes=1436744466-1436857922;bytes=74409702-75331913
3,5,348,success,None,22/Jul/2026:15:07:53.128901,22/Jul/2026:15:07:53.903178,0.7743,9,22/Jul/2026:15:07:52.876837;22/Jul/2026:15:07:52.877761;22/Jul/2026:15:07:50.379387;22/Jul/2026:15:07:50.116943;22/Jul/2026:15:07:50.380025;22/Jul/2026:15:07:52.876282;22/Jul/2026:15:07:52.875955;22/Jul/2026:15:07:53.130780;22/Jul/2026:15:07:49.315119,0.2639;0.2685;2.7670;3.0364;2.7856;0.2901;0.3550;0.1041;3.9323,bytes=1341878793-1341989552;bytes=1350205142-1350429564;bytes=560825434-560916004;bytes=401707576-401802346;bytes=564130998-565046873;bytes=1337808242-1337916045;bytes=1334069937-1334963379;bytes=1436744466-1436857922;bytes=74409702-75331913
4,5,49,success,None,22/Jul/2026:15:07:53.915689,22/Jul/2026:15:07:54.775073,0.8594,8,22/Jul/2026:15:07:53.223275;22/Jul/2026:15:07:53.916722;22/Jul/2026:15:07:53.917587;22/Jul/2026:15:07:52.876149;22/Jul/2026:15:07:51.523936;22/Jul/2026:15:07:52.189316;22/Jul/2026:15:07:53.917441;22/Jul/2026:15:07:51.123355,0.7237;0.0377;0.0698;1.1226;2.4905;1.8280;0.1137;2.9313,bytes=1486269077-1486387302;bytes=76243160-76333742;bytes=84702381-84801064;bytes=1335846352-1336751401;bytes=923137340-924025959;bytes=961555276-962468536;bytes=80633331-80806136;bytes=750203659-751098106
4,5,79,success,None,22/Jul/2026:15:07:53.915855,22/Jul/2026:15:07:54.796466,0.8806,14,22/Jul/2026:15:07:53.223275;22/Jul/2026:15:07:53.916722;22/Jul/2026:15:07:53.917587;22/Jul/2026:15:07:52.876149;22/Jul/2026:15:07:51.523936;22/Jul/2026:15:07:52.189316;22/Jul/2026:15:07:53.917441;22/Jul/2026:15:07:51.123355;22/Jul/2026:15:07:54.778456;22/Jul/2026:15:07:50.116173;22/Jul/2026:15:07:50.434117;22/Jul/2026:15:07:51.357035;22/Jul/2026:15:07:52.877188;22/Jul/2026:15:07:45.251595,0.7237;0.0377;0.0698;1.1226;2.4905;1.8280;0.1137;2.9313;0.0053;4.6693;4.3525;3.4296;1.9101;9.5380,bytes=1486269077-1486387302;bytes=76243160-76333742;bytes=84702381-84801064;bytes=1335846352-1336751401;bytes=923137340-924025959;bytes=961555276-962468536;bytes=80633331-80806136;bytes=750203659-751098106;bytes=565244006-565446215;bytes=396384851-397270076;bytes=651228524-652133222;bytes=821056100-821978782;bytes=1344709829-1345598586;bytes=761969080-762851147
4,5,17,success,None,22/Jul/2026:15:07:53.915518,22/Jul/2026:15:07:54.823243,0.9077,15,22/Jul/2026:15:07:53.223275;22/Jul/2026:15:07:53.916722;22/Jul/2026:15:07:53.917587;22/Jul/2026:15:07:52.876149;22/Jul/2026:15:07:51.523936;22/Jul/2026:15:07:52.189316;22/Jul/2026:15:07:53.917441;22/Jul/2026:15:07:51.123355;22/Jul/2026:15:07:54.778456;22/Jul/2026:15:07:50.116173;22/Jul/2026:15:07:50.434117;22/Jul/2026:15:07:51.357035;22/Jul/2026:15:07:52.877188;22/Jul/2026:15:07:45.251595;22/Jul/2026:15:07:51.523992,0.7237;0.0377;0.0698;1.1226;2.4905;1.8280;0.1137;2.9313;0.0053;4.6693;4.3525;3.4296;1.9101;9.5380;3.2913,bytes=1486269077-1486387302;bytes=76243160-76333742;bytes=84702381-84801064;bytes=1335846352-1336751401;bytes=923137340-924025959;bytes=961555276-962468536;bytes=80633331-80806136;bytes=750203659-751098106;bytes=565244006-565446215;bytes=396384851-397270076;bytes=651228524-652133222;bytes=821056100-821978782;bytes=1344709829-1345598586;bytes=761969080-762851147;bytes=924025960-924935721
4,5,97,success,None,22/Jul/2026:15:07:53.916187,22/Jul/2026:15:07:55.024975,1.1088,19,22/Jul/2026:15:07:53.223275;22/Jul/2026:15:07:53.916722;22/Jul/2026:15:07:53.917587;22/Jul/2026:15:07:52.876149;22/Jul/2026:15:07:51.523936;22/Jul/2026:15:07:52.189316;22/Jul/2026:15:07:53.917441;22/Jul/2026:15:07:51.123355;22/Jul/2026:15:07:54.778456;22/Jul/2026:15:07:50.116173;22/Jul/2026:15:07:50.434117;22/Jul/2026:15:07:51.357035;22/Jul/2026:15:07:52.877188;22/Jul/2026:15:07:45.251595;22/Jul/2026:15:07:51.523992;22/Jul/2026:15:07:54.777280;22/Jul/2026:15:07:53.917346;22/Jul/2026:15:07:53.917537;22/Jul/2026:15:07:54.776377,0.7237;0.0377;0.0698;1.1226;2.4905;1.8280;0.1137;2.9313;0.0053;4.6693;4.3525;3.4296;1.9101;9.5380;3.2913;0.0496;0.9096;0.9094;0.0603,bytes=1486269077-1486387302;bytes=76243160-76333742;bytes=84702381-84801064;bytes=1335846352-1336751401;bytes=923137340-924025959;bytes=961555276-962468536;bytes=80633331-80806136;bytes=750203659-751098106;bytes=565244006-565446215;bytes=396384851-397270076;bytes=651228524-652133222;bytes=821056100-821978782;bytes=1344709829-1345598586;bytes=761969080-762851147;bytes=924025960-924935721;bytes=560916005-561010763;bytes=78594375-79519446;bytes=84596744-84702380;bytes=556740361-556825487
4,5,160,success,None,22/Jul/2026:15:07:54.796784,22/Jul/2026:15:07:55.779869,0.9831,6,22/Jul/2026:15:07:51.523992;22/Jul/2026:15:07:54.777280;22/Jul/2026:15:07:53.917346;22/Jul/2026:15:07:53.917537;22/Jul/2026:15:07:54.776377;22/Jul/2026:15:07:54.776206,3.2913;0.0496;0.9096;0.9094;0.0603;0.2809,bytes=924025960-924935721;bytes=560916005-561010763;bytes=78594375-79519446;bytes=84596744-84702380;bytes=556740361-556825487;bytes=552928219-553024806
4,5,135,success,None,22/Jul/2026:15:07:54.775365,22/Jul/2026:15:07:55.867416,1.0920,17,22/Jul/2026:15:07:54.778456;22/Jul/2026:15:07:50.116173;22/Jul/2026:15:07:50.434117;22/Jul/2026:15:07:51.357035;22/Jul/2026:15:07:52.877188;22/Jul/2026:15:07:45.251595;22/Jul/2026:15:07:51.523992;22/Jul/2026:15:07:54.777280;22/Jul/2026:15:07:53.917346;22/Jul/2026:15:07:53.917537;22/Jul/2026:15:07:54.776377;22/Jul/2026:15:07:54.776206;22/Jul/2026:15:07:53.916983;22/Jul/2026:15:07:51.357232;22/Jul/2026:15:07:54.777067;22/Jul/2026:15:07:52.189368;22/Jul/2026:15:07:55.782059,0.0053;4.6693;4.3525;3.4296;1.9101;9.5380;3.2913;0.0496;0.9096;0.9094;0.0603;0.2809;1.8685;4.4309;1.0124;3.6081;0.0218,bytes=565244006-565446215;bytes=396384851-397270076;bytes=651228524-652133222;bytes=821056100-821978782;bytes=1344709829-1345598586;bytes=761969080-762851147;bytes=924025960-924935721;bytes=560916005-561010763;bytes=78594375-79519446;bytes=84596744-84702380;bytes=556740361-556825487;bytes=552928219-553024806;bytes=75331914-76243159;bytes=826966467-827061254;bytes=556825488-556996038;bytes=962689840-962868607;bytes=930126251-930216946
4,5,184,success,None,22/Jul/2026:15:07:54.823574,22/Jul/2026:15:07:55.899308,1.0757,10,22/Jul/2026:15:07:54.777280;22/Jul/2026:15:07:53.917346;22/Jul/2026:15:07:53.917537;22/Jul/2026:15:07:54.776377;22/Jul/2026:15:07:54.776206;22/Jul/2026:15:07:53.916983;22/Jul/2026:15:07:51.357232;22/Jul/2026:15:07:54.777067;22/Jul/2026:15:07:52.189368;22/Jul/2026:15:07:55.782059,0.0496;0.9096;0.9094;0.0603;0.2809;1.8685;4.4309;1.0124;3.6081;0.0218,bytes=560916005-561010763;bytes=78594375-79519446;bytes=84596744-84702380;bytes=556740361-556825487;bytes=552928219-553024806;bytes=75331914-76243159;bytes=826966467-827061254;bytes=556825488-556996038;bytes=962689840-962868607;bytes=930126251-930216946
4,5,200,success,None,22/Jul/2026:15:07:55.025299,22/Jul/2026:15:07:56.106163,1.0809,10,22/Jul/2026:15:07:54.776206;22/Jul/2026:15:07:53.916983;22/Jul/2026:15:07:51.357232;22/Jul/2026:15:07:54.777067;22/Jul/2026:15:07:52.189368;22/Jul/2026:15:07:55.782059;22/Jul/2026:15:07:55.870309;22/Jul/2026:15:07:55.869028;22/Jul/2026:15:07:55.782309;22/Jul/2026:15:07:53.917687,0.2809;1.8685;4.4309;1.0124;3.6081;0.0218;0.0400;0.0534;0.1465;2.0237,bytes=552928219-553024806;bytes=75331914-76243159;bytes=826966467-827061254;bytes=556825488-556996038;bytes=962689840-962868607;bytes=930126251-930216946;bytes=967050403-967242960;bytes=958446339-958644349;bytes=931113770-932001624;bytes=81885664-82767056
4,5,225,success,None,22/Jul/2026:15:07:55.780158,22/Jul/2026:15:07:56.431695,0.6515,11,22/Jul/2026:15:07:53.916983;22/Jul/2026:15:07:51.357232;22/Jul/2026:15:07:54.777067;22/Jul/2026:15:07:52.189368;22/Jul/2026:15:07:55.782059;22/Jul/2026:15:07:55.870309;22/Jul/2026:15:07:55.869028;22/Jul/2026:15:07:55.782309;22/Jul/2026:15:07:53.917687;22/Jul/2026:15:07:55.902700;22/Jul/2026:15:07:55.870196,1.8685;4.4309;1.0124;3.6081;0.0218;0.0400;0.0534;0.1465;2.0237;0.2171;0.2598,bytes=75331914-76243159;bytes=826966467-827061254;bytes=556825488-556996038;bytes=962689840-962868607;bytes=930126251-930216946;bytes=967050403-967242960;bytes=958446339-958644349;bytes=931113770-932001624;bytes=81885664-82767056;bytes=1115152160-1115254536;bytes=965756734-966664808
4,5,234,success,None,22/Jul/2026:15:07:55.867717,22/Jul/2026:15:07:56.546883,0.6792,8,22/Jul/2026:15:07:55.870309;22/Jul/2026:15:07:55.869028;22/Jul/2026:15:07:55.782309;22/Jul/2026:15:07:53.917687;22/Jul/2026:15:07:55.902700;22/Jul/2026:15:07:55.870196;22/Jul/2026:15:07:52.189901;22/Jul/2026:15:07:55.902227,0.0400;0.0534;0.1465;2.0237;0.2171;0.2598;4.2617;0.5540,bytes=967050403-967242960;bytes=958446339-958644349;bytes=931113770-932001624;bytes=81885664-82767056;bytes=1115152160-1115254536;bytes=965756734-966664808;bytes=970857298-970965957;bytes=1107227442-1108097473
4,5,268,success,None,22/Jul/2026:15:07:55.899653,22/Jul/2026:15:07:56.721038,0.8214,12,22/Jul/2026:15:07:55.870309;22/Jul/2026:15:07:55.869028;22/Jul/2026:15:07:55.782309;22/Jul/2026:15:07:53.917687;22/Jul/2026:15:07:55.902700;22/Jul/2026:15:07:55.870196;22/Jul/2026:15:07:52.189901;22/Jul/2026:15:07:55.902227;22/Jul/2026:15:07:55.781325;22/Jul/2026:15:07:56.547638;22/Jul/2026:15:07:55.781849;22/Jul/2026:15:07:54.824244,0.0400;0.0534;0.1465;2.0237;0.2171;0.2598;4.2617;0.5540;0.7722;0.0059;0.7755;1.7337,bytes=967050403-967242960;bytes=958446339-958644349;bytes=931113770-932001624;bytes=81885664-82767056;bytes=1115152160-1115254536;bytes=965756734-966664808;bytes=970857298-970965957;bytes=1107227442-1108097473;bytes=924935722-925836356;bytes=1425448507-1426330955;bytes=928026001-928926360;bytes=750203659-751098106
4,5,319,success,None,22/Jul/2026:15:07:56.106489,22/Jul/2026:15:07:56.741970,0.6355,10,22/Jul/2026:15:07:55.902700;22/Jul/2026:15:07:55.870196;22/Jul/2026:15:07:52.189901;22/Jul/2026:15:07:55.902227;22/Jul/2026:15:07:55.781325;22/Jul/2026:15:07:56.547638;22/Jul/2026:15:07:55.781849;22/Jul/2026:15:07:54.824244;22/Jul/2026:15:07:56.548513;22/Jul/2026:15:07:47.610383,0.2171;0.2598;4.2617;0.5540;0.7722;0.0059;0.7755;1.7337;0.1797;9.1231,bytes=1115152160-1115254536;bytes=965756734-966664808;bytes=970857298-970965957;bytes=1107227442-1108097473;bytes=924935722-925836356;bytes=1425448507-1426330955;bytes=928026001-928926360;bytes=750203659-751098106;bytes=1432718129-1432833595;bytes=1348899002-1349810167
4,5,348,success,None,22/Jul/2026:15:07:56.547137,22/Jul/2026:15:07:57.370714,0.8236,7,22/Jul/2026:15:07:55.781325;22/Jul/2026:15:07:56.547638;22/Jul/2026:15:07:55.781849;22/Jul/2026:15:07:54.824244;22/Jul/2026:15:07:56.548513;22/Jul/2026:15:07:47.610383;22/Jul/2026:15:07:56.547909,0.7722;0.0059;0.7755;1.7337;0.1797;9.1231;0.2153,bytes=924935722-925836356;bytes=1425448507-1426330955;bytes=928026001-928926360;bytes=750203659-751098106;bytes=1432718129-1432833595;bytes=1348899002-1349810167;bytes=1428495162-1428604279
4,5,326,success,None,22/Jul/2026:15:07:56.432013,22/Jul/2026:15:07:57.426189,0.9942,9,22/Jul/2026:15:07:52.189901;22/Jul/2026:15:07:55.902227;22/Jul/2026:15:07:55.781325;22/Jul/2026:15:07:56.547638;22/Jul/2026:15:07:55.781849;22/Jul/2026:15:07:54.824244;22/Jul/2026:15:07:56.548513;22/Jul/2026:15:07:47.610383;22/Jul/2026:15:07:56.547909,4.2617;0.5540;0.7722;0.0059;0.7755;1.7337;0.1797;9.1231;0.2153,bytes=970857298-970965957;bytes=1107227442-1108097473;bytes=924935722-925836356;bytes=1425448507-1426330955;bytes=928026001-928926360;bytes=750203659-751098106;bytes=1432718129-1432833595;bytes=1348899002-1349810167;bytes=1428495162-1428604279
4,5,360,success,None,22/Jul/2026:15:07:56.721369,22/Jul/2026:15:07:57.528720,0.8073,3,22/Jul/2026:15:07:56.548513;22/Jul/2026:15:07:47.610383;22/Jul/2026:15:07:56.547909,0.1797;9.1231;0.2153,bytes=1432718129-1432833595;bytes=1348899002-1349810167;bytes=1428495162-1428604279
5,5,135,success,None,22/Jul/2026:15:07:57.541267,22/Jul/2026:15:07:58.351753,0.8105,8,22/Jul/2026:15:07:51.124880;22/Jul/2026:15:07:52.877130;22/Jul/2026:15:07:55.870420;22/Jul/2026:15:07:54.799708;22/Jul/2026:15:07:55.870021;22/Jul/2026:15:07:57.543033;22/Jul/2026:15:07:45.971889;22/Jul/2026:15:07:55.027130,6.4254;4.6731;1.7263;2.8684;1.8071;0.1480;11.7419;2.8045,bytes=765794577-765984714;bytes=1343786377-1344709828;bytes=970965958-971076046;bytes=661337989-662250191;bytes=963077047-963957538;bytes=84702381-84801064;bytes=920846153-921753406;bytes=823353710-824262415
5,5,97,success,None,22/Jul/2026:15:07:57.541019,22/Jul/2026:15:07:58.413254,0.8722,11,22/Jul/2026:15:07:51.124880;22/Jul/2026:15:07:52.877130;22/Jul/2026:15:07:55.870420;22/Jul/2026:15:07:54.799708;22/Jul/2026:15:07:55.870021;22/Jul/2026:15:07:57.543033;22/Jul/2026:15:07:45.971889;22/Jul/2026:15:07:55.027130;22/Jul/2026:15:07:58.353429;22/Jul/2026:15:07:56.108316;22/Jul/2026:15:07:55.027317,6.4254;4.6731;1.7263;2.8684;1.8071;0.1480;11.7419;2.8045;0.0084;2.2546;3.3381,bytes=765794577-765984714;bytes=1343786377-1344709828;bytes=970965958-971076046;bytes=661337989-662250191;bytes=963077047-963957538;bytes=84702381-84801064;bytes=920846153-921753406;bytes=823353710-824262415;bytes=659067522-659151289;bytes=1313703347-1314611335;bytes=826059437-826966466
5,5,17,success,None,22/Jul/2026:15:07:57.540545,22/Jul/2026:15:07:58.578695,1.0381,12,22/Jul/2026:15:07:51.124880;22/Jul/2026:15:07:52.877130;22/Jul/2026:15:07:55.870420;22/Jul/2026:15:07:54.799708;22/Jul/2026:15:07:55.870021;22/Jul/2026:15:07:57.543033;22/Jul/2026:15:07:45.971889;22/Jul/2026:15:07:55.027130;22/Jul/2026:15:07:58.353429;22/Jul/2026:15:07:56.108316;22/Jul/2026:15:07:55.027317;22/Jul/2026:15:07:58.354762,6.4254;4.6731;1.7263;2.8684;1.8071;0.1480;11.7419;2.8045;0.0084;2.2546;3.3381;0.0735,bytes=765794577-765984714;bytes=1343786377-1344709828;bytes=970965958-971076046;bytes=661337989-662250191;bytes=963077047-963957538;bytes=84702381-84801064;bytes=920846153-921753406;bytes=823353710-824262415;bytes=659067522-659151289;bytes=1313703347-1314611335;bytes=826059437-826966466;bytes=663542637-663756105
5,5,49,success,None,22/Jul/2026:15:07:57.540715,22/Jul/2026:15:07:58.622861,1.0821,16,22/Jul/2026:15:07:51.124880;22/Jul/2026:15:07:52.877130;22/Jul/2026:15:07:55.870420;22/Jul/2026:15:07:54.799708;22/Jul/2026:15:07:55.870021;22/Jul/2026:15:07:57.543033;22/Jul/2026:15:07:45.971889;22/Jul/2026:15:07:55.027130;22/Jul/2026:15:07:58.353429;22/Jul/2026:15:07:56.108316;22/Jul/2026:15:07:55.027317;22/Jul/2026:15:07:58.354762;22/Jul/2026:15:07:57.542529;22/Jul/2026:15:07:58.416180;22/Jul/2026:15:07:58.414963;22/Jul/2026:15:07:58.415417,6.4254;4.6731;1.7263;2.8684;1.8071;0.1480;11.7419;2.8045;0.0084;2.2546;3.3381;0.0735;1.0469;0.1743;0.1757;0.1777,bytes=765794577-765984714;bytes=1343786377-1344709828;bytes=970965958-971076046;bytes=661337989-662250191;bytes=963077047-963957538;bytes=84702381-84801064;bytes=920846153-921753406;bytes=823353710-824262415;bytes=659067522-659151289;bytes=1313703347-1314611335;bytes=826059437-826966466;bytes=663542637-663756105;bytes=80433545-80537202;bytes=765984715-766203656;bytes=757276058-757490361;bytes=760426076-761335614
5,5,79,success,None,22/Jul/2026:15:07:57.540887,22/Jul/2026:15:07:58.713165,1.1723,16,22/Jul/2026:15:07:51.124880;22/Jul/2026:15:07:52.877130;22/Jul/2026:15:07:55.870420;22/Jul/2026:15:07:54.799708;22/Jul/2026:15:07:55.870021;22/Jul/2026:15:07:57.543033;22/Jul/2026:15:07:45.971889;22/Jul/2026:15:07:55.027130;22/Jul/2026:15:07:58.353429;22/Jul/2026:15:07:56.108316;22/Jul/2026:15:07:55.027317;22/Jul/2026:15:07:58.354762;22/Jul/2026:15:07:57.542529;22/Jul/2026:15:07:58.416180;22/Jul/2026:15:07:58.414963;22/Jul/2026:15:07:58.415417,6.4254;4.6731;1.7263;2.8684;1.8071;0.1480;11.7419;2.8045;0.0084;2.2546;3.3381;0.0735;1.0469;0.1743;0.1757;0.1777,bytes=765794577-765984714;bytes=1343786377-1344709828;bytes=970965958-971076046;bytes=661337989-662250191;bytes=963077047-963957538;bytes=84702381-84801064;bytes=920846153-921753406;bytes=823353710-824262415;bytes=659067522-659151289;bytes=1313703347-1314611335;bytes=826059437-826966466;bytes=663542637-663756105;bytes=80433545-80537202;bytes=765984715-766203656;bytes=757276058-757490361;bytes=760426076-761335614
5,5,160,success,None,22/Jul/2026:15:07:58.352131,22/Jul/2026:15:07:59.158401,0.8063,9,22/Jul/2026:15:07:58.353429;22/Jul/2026:15:07:56.108316;22/Jul/2026:15:07:55.027317;22/Jul/2026:15:07:58.354762;22/Jul/2026:15:07:57.542529;22/Jul/2026:15:07:58.416180;22/Jul/2026:15:07:58.414963;22/Jul/2026:15:07:58.415417;22/Jul/2026:15:07:58.414410,0.0084;2.2546;3.3381;0.0735;1.0469;0.1743;0.1757;0.1777;0.3283,bytes=659067522-659151289;bytes=1313703347-1314611335;bytes=826059437-826966466;bytes=663542637-663756105;bytes=80433545-80537202;bytes=765984715-766203656;bytes=757276058-757490361;bytes=760426076-761335614;bytes=753089956-753281708
5,5,234,success,None,22/Jul/2026:15:07:58.713428,22/Jul/2026:15:07:59.230426,0.5170,5,22/Jul/2026:15:07:58.414410;22/Jul/2026:15:07:57.543426;22/Jul/2026:15:07:50.380118;22/Jul/2026:15:07:56.432831;22/Jul/2026:15:07:58.414102,0.3283;1.6220;8.7877;2.7361;0.7553,bytes=753089956-753281708;bytes=88745993-88844907;bytes=565446216-565662707;bytes=1335846352-1336751401;bytes=749301183-750203658
5,5,184,success,None,22/Jul/2026:15:07:58.413594,22/Jul/2026:15:07:59.259807,0.8462,11,22/Jul/2026:15:07:58.354762;22/Jul/2026:15:07:57.542529;22/Jul/2026:15:07:58.416180;22/Jul/2026:15:07:58.414963;22/Jul/2026:15:07:58.415417;22/Jul/2026:15:07:58.414410;22/Jul/2026:15:07:57.543426;22/Jul/2026:15:07:50.380118;22/Jul/2026:15:07:56.432831;22/Jul/2026:15:07:58.414102;22/Jul/2026:15:07:58.714561,0.0735;1.0469;0.1743;0.1757;0.1777;0.3283;1.6220;8.7877;2.7361;0.7553;0.5320,bytes=663542637-663756105;bytes=80433545-80537202;bytes=765984715-766203656;bytes=757276058-757490361;bytes=760426076-761335614;bytes=753089956-753281708;bytes=88745993-88844907;bytes=565446216-565662707;bytes=1335846352-1336751401;bytes=749301183-750203658;bytes=962584545-962689839
5,5,200,success,None,22/Jul/2026:15:07:58.579062,22/Jul/2026:15:07:59.407953,0.8289,12,22/Jul/2026:15:07:57.542529;22/Jul/2026:15:07:58.416180;22/Jul/2026:15:07:58.414963;22/Jul/2026:15:07:58.415417;22/Jul/2026:15:07:58.414410;22/Jul/2026:15:07:57.543426;22/Jul/2026:15:07:50.380118;22/Jul/2026:15:07:56.432831;22/Jul/2026:15:07:58.414102;22/Jul/2026:15:07:58.714561;22/Jul/2026:15:07:54.800902;22/Jul/2026:15:07:59.232979,1.0469;0.1743;0.1757;0.1777;0.3283;1.6220;8.7877;2.7361;0.7553;0.5320;4.4708;0.0594,bytes=80433545-80537202;bytes=765984715-766203656;bytes=757276058-757490361;bytes=760426076-761335614;bytes=753089956-753281708;bytes=88745993-88844907;bytes=565446216-565662707;bytes=1335846352-1336751401;bytes=749301183-750203658;bytes=962584545-962689839;bytes=671626793-671730179;bytes=1317547358-1317660447
5,5,225,success,None,22/Jul/2026:15:07:58.623180,22/Jul/2026:15:07:59.440017,0.8168,10,22/Jul/2026:15:07:58.414410;22/Jul/2026:15:07:57.543426;22/Jul/2026:15:07:50.380118;22/Jul/2026:15:07:56.432831;22/Jul/2026:15:07:58.414102;22/Jul/2026:15:07:58.714561;22/Jul/2026:15:07:54.800902;22/Jul/2026:15:07:59.232979;22/Jul/2026:15:07:59.232751;22/Jul/2026:15:07:50.434297,0.3283;1.6220;8.7877;2.7361;0.7553;0.5320;4.4708;0.0594;0.1854;8.9841,bytes=753089956-753281708;bytes=88745993-88844907;bytes=565446216-565662707;bytes=1335846352-1336751401;bytes=749301183-750203658;bytes=962584545-962689839;bytes=671626793-671730179;bytes=1317547358-1317660447;bytes=1313703347-1314611335;bytes=653029733-653951200
5,5,268,success,None,22/Jul/2026:15:07:59.158724,22/Jul/2026:15:08:00.083887,0.9252,10,22/Jul/2026:15:07:57.543426;22/Jul/2026:15:07:50.380118;22/Jul/2026:15:07:56.432831;22/Jul/2026:15:07:58.414102;22/Jul/2026:15:07:58.714561;22/Jul/2026:15:07:54.800902;22/Jul/2026:15:07:59.232979;22/Jul/2026:15:07:59.232751;22/Jul/2026:15:07:50.434297;22/Jul/2026:15:07:58.582306,1.6220;8.7877;2.7361;0.7553;0.5320;4.4708;0.0594;0.1854;8.9841;0.8720,bytes=88745993-88844907;bytes=565446216-565662707;bytes=1335846352-1336751401;bytes=749301183-750203658;bytes=962584545-962689839;bytes=671626793-671730179;bytes=1317547358-1317660447;bytes=1313703347-1314611335;bytes=653029733-653951200;bytes=830047087-830943652
5,5,348,success,None,22/Jul/2026:15:07:59.408315,22/Jul/2026:15:08:00.117085,0.7088,3,22/Jul/2026:15:07:59.232751;22/Jul/2026:15:07:50.434297;22/Jul/2026:15:07:58.582306,0.1854;8.9841;0.8720,bytes=1313703347-1314611335;bytes=653029733-653951200;bytes=830047087-830943652
5,5,326,success,None,22/Jul/2026:15:07:59.260142,22/Jul/2026:15:08:00.123792,0.8636,5,22/Jul/2026:15:07:54.800902;22/Jul/2026:15:07:59.232979;22/Jul/2026:15:07:59.232751;22/Jul/2026:15:07:50.434297;22/Jul/2026:15:07:58.582306,4.4708;0.0594;0.1854;8.9841;0.8720,bytes=671626793-671730179;bytes=1317547358-1317660447;bytes=1313703347-1314611335;bytes=653029733-653951200;bytes=830047087-830943652
5,5,319,success,None,22/Jul/2026:15:07:59.230709,22/Jul/2026:15:08:00.198211,0.9675,6,22/Jul/2026:15:07:58.714561;22/Jul/2026:15:07:54.800902;22/Jul/2026:15:07:59.232979;22/Jul/2026:15:07:59.232751;22/Jul/2026:15:07:50.434297;22/Jul/2026:15:07:58.582306,0.5320;4.4708;0.0594;0.1854;8.9841;0.8720,bytes=962584545-962689839;bytes=671626793-671730179;bytes=1317547358-1317660447;bytes=1313703347-1314611335;bytes=653029733-653951200;bytes=830047087-830943652
5,5,360,success,None,22/Jul/2026:15:07:59.440321,22/Jul/2026:15:08:00.578216,1.1379,1,22/Jul/2026:15:07:58.582306,0.8720,bytes=830047087-830943652
