maxWorkers,chunkSize,StartIndex,Status,Error,StartClock,EndClock,Slice_Latency,HTTPSRequestCount,HTTPSRequestClocks,HTTPSRequestLatencies,HTTPS Byte Ranges,HTTPSRequestIDs
2,5,252,success,None,22/Jul/2026:17:30:54.230542,22/Jul/2026:17:30:54.384068,0.1535,3,22/Jul/2026:17:30:53.321175;22/Jul/2026:17:30:53.997310;22/Jul/2026:17:30:54.130323,0.9477;0.2916;0.1680,bytes=78666018-79192752;bytes=127076977-127597574;bytes=137986156-138504132,26b8f2bf;9e68ecba;9391a17f
2,5,263,success,None,22/Jul/2026:17:30:54.254991,22/Jul/2026:17:30:54.437357,0.1824,5,22/Jul/2026:17:30:53.321175;22/Jul/2026:17:30:53.997310;22/Jul/2026:17:30:54.130323;22/Jul/2026:17:30:54.040581;22/Jul/2026:17:30:54.255682,0.9477;0.2916;0.1680;0.3864;0.1730,bytes=78666018-79192752;bytes=127076977-127597574;bytes=137986156-138504132;bytes=130703679-131226698;bytes=148921832-149436645,26b8f2bf;9e68ecba;9391a17f;3ef884f8;e7fb329d
2,5,285,success,None,22/Jul/2026:17:30:54.384100,22/Jul/2026:17:30:54.503553,0.1195,3,22/Jul/2026:17:30:54.040581;22/Jul/2026:17:30:54.255682;22/Jul/2026:17:30:54.384633,0.3864;0.1730;0.0986,bytes=130703679-131226698;bytes=148921832-149436645;bytes=162488665-163015295,3ef884f8;e7fb329d;e20ca0fe
2,5,292,success,None,22/Jul/2026:17:30:54.437387,22/Jul/2026:17:30:54.621705,0.1843,1,22/Jul/2026:17:30:54.384633,0.0986,bytes=162488665-163015295,e20ca0fe
2,5,308,success,None,22/Jul/2026:17:30:54.503582,22/Jul/2026:17:30:54.626756,0.1232,0,None,None,None,None
2,5,317,success,None,22/Jul/2026:17:30:54.621733,22/Jul/2026:17:30:54.781768,0.1600,2,22/Jul/2026:17:30:44.594578;22/Jul/2026:17:30:52.506749,10.0635;2.1553,bytes=8880669-9408615;bytes=40618319-41137545,6405ed73;f848ef94
2,5,327,success,None,22/Jul/2026:17:30:54.626769,22/Jul/2026:17:30:54.797293,0.1705,2,22/Jul/2026:17:30:44.594578;22/Jul/2026:17:30:52.506749,10.0635;2.1553,bytes=8880669-9408615;bytes=40618319-41137545,6405ed73;f848ef94
2,5,342,success,None,22/Jul/2026:17:30:54.781799,22/Jul/2026:17:30:54.896694,0.1149,2,22/Jul/2026:17:30:44.594443;22/Jul/2026:17:30:54.231408,10.2282;0.6008,bytes=8370999-8880668;bytes=142678736-143193528,e919f3db;2df27b87
2,5,354,success,None,22/Jul/2026:17:30:54.797319,22/Jul/2026:17:30:54.971835,0.1745,3,22/Jul/2026:17:30:44.594443;22/Jul/2026:17:30:54.231408;22/Jul/2026:17:30:53.185139,10.2282;0.6008;1.7476,bytes=8370999-8880668;bytes=142678736-143193528;bytes=70341369-70856714,e919f3db;2df27b87;6b696e8d
2,5,364,success,None,22/Jul/2026:17:30:54.896719,22/Jul/2026:17:30:55.010954,0.1142,1,22/Jul/2026:17:30:53.185139,1.7476,bytes=70341369-70856714,6b696e8d
2,5,381,success,None,22/Jul/2026:17:30:55.011137,22/Jul/2026:17:30:55.011191,0.0001,0,None,None,None,None
2,5,391,success,None,22/Jul/2026:17:30:55.011197,22/Jul/2026:17:30:55.011213,0.0000,0,None,None,None,None
2,5,397,success,None,22/Jul/2026:17:30:55.011217,22/Jul/2026:17:30:55.011230,0.0000,0,None,None,None,None
2,5,405,success,None,22/Jul/2026:17:30:55.011234,22/Jul/2026:17:30:55.011245,0.0000,0,None,None,None,None
2,5,413,success,None,22/Jul/2026:17:30:55.011248,22/Jul/2026:17:30:55.011259,0.0000,0,None,None,None,None
2,5,420,success,None,22/Jul/2026:17:30:55.011263,22/Jul/2026:17:30:55.011274,0.0000,0,None,None,None,None
2,5,429,success,None,22/Jul/2026:17:30:55.011277,22/Jul/2026:17:30:55.011288,0.0000,0,None,None,None,None
2,5,448,success,None,22/Jul/2026:17:30:55.011291,22/Jul/2026:17:30:55.011302,0.0000,0,None,None,None,None
2,5,454,success,None,22/Jul/2026:17:30:55.011305,22/Jul/2026:17:30:55.011316,0.0000,0,None,None,None,None
2,5,461,success,None,22/Jul/2026:17:30:55.011320,22/Jul/2026:17:30:55.011330,0.0000,0,None,None,None,None
2,5,370,success,None,22/Jul/2026:17:30:54.971862,22/Jul/2026:17:30:55.117687,0.1458,2,22/Jul/2026:17:30:54.797725;22/Jul/2026:17:30:54.437854,0.2138;0.5799,bytes=200001969-200529778;bytes=164579591-165109785,6757539b;2eea90cd
3,5,8,success,None,22/Jul/2026:17:30:55.118542,22/Jul/2026:17:30:55.236667,0.1181,1,22/Jul/2026:17:30:52.596044,2.6300,bytes=42174167-42688032,b60217f9
3,5,2,success,None,22/Jul/2026:17:30:55.118405,22/Jul/2026:17:30:55.317397,0.1990,1,22/Jul/2026:17:30:52.596044,2.6300,bytes=42174167-42688032,b60217f9
3,5,15,success,None,22/Jul/2026:17:30:55.118662,22/Jul/2026:17:30:55.327529,0.2089,1,22/Jul/2026:17:30:52.596044,2.6300,bytes=42174167-42688032,b60217f9
3,5,21,success,None,22/Jul/2026:17:30:55.236692,22/Jul/2026:17:30:55.361898,0.1252,0,None,None,None,None
3,5,44,success,None,22/Jul/2026:17:30:55.361924,22/Jul/2026:17:30:55.477238,0.1153,1,22/Jul/2026:17:30:55.328005,0.0768,bytes=21863085-22376216,c377aaf7
3,5,30,success,None,22/Jul/2026:17:30:55.317424,22/Jul/2026:17:30:55.487288,0.1699,1,22/Jul/2026:17:30:55.328005,0.0768,bytes=21863085-22376216,c377aaf7
3,5,36,success,None,22/Jul/2026:17:30:55.327553,22/Jul/2026:17:30:55.586804,0.2592,3,22/Jul/2026:17:30:55.328005;22/Jul/2026:17:30:47.305731;22/Jul/2026:17:30:55.477554,0.0768;8.2312;0.0612,bytes=21863085-22376216;bytes=73997494-74515779;bytes=29647899-30168466,c377aaf7;aade7b80;d5f27a0f
3,5,53,success,None,22/Jul/2026:17:30:55.477264,22/Jul/2026:17:30:55.607693,0.1304,2,22/Jul/2026:17:30:47.305731;22/Jul/2026:17:30:55.477554,8.2312;0.0612,bytes=73997494-74515779;bytes=29647899-30168466,aade7b80;d5f27a0f
3,5,59,success,None,22/Jul/2026:17:30:55.487306,22/Jul/2026:17:30:55.650691,0.1634,3,22/Jul/2026:17:30:47.305731;22/Jul/2026:17:30:55.477554;22/Jul/2026:17:30:55.587211,8.2312;0.0612;0.0536,bytes=73997494-74515779;bytes=29647899-30168466;bytes=39034066-39564081,aade7b80;d5f27a0f;39dec264
